source,target, weatherStationId,commsIssuesFlag,createdAt,dataIssuesFlag,dlfLossFactor,generationWatt,latitude,longitude,mlfLossFactor,nearestBomStationId,nextProcessDueAt,nodeType,performanceSinceInceptionSortKey,pvSizeWatt,timezone
SITE|0c52355e-d822-47e4-b072-96f5011201dd,SITE|0c52355e-d822-47e4-b072-96f5011201dd,,FALSE,2023-06-28T23:50:38.805921Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,,SITE,,5000,Australia/Perth
SITE|b1eec4a5-8f9d-45d3-aac8-db26df309acf,SITE|b1eec4a5-8f9d-45d3-aac8-db26df309acf,,,2023-01-18T04:27:02.571631Z,,,0,-26.4390917,133.281323,,au.bom.site.023000,2023-05-03T09:41:24.792069+00:00,SITE,74,244720,Australia/Adelaide
SITE|4bb0cf84-b2d7-4050-a3b6-d61ea26b1c01,SITE|4bb0cf84-b2d7-4050-a3b6-d61ea26b1c01,,,2022-12-09T06:05:49.836713Z,,,0,-26.4390917,133.281323,,au.bom.site.063291,2023-07-10T21:41:47.764653+00:00,SITE,87,95760,Australia/Sydney
SITE|46a917fb-bb55-4ba6-953e-72ff4804fda7,SITE|46a917fb-bb55-4ba6-953e-72ff4804fda7,,FALSE,2023-06-23T05:11:43.677340Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.087184,2023-07-27T05:42:01.525859+00:00,SITE,,99000,Australia/Melbourne
SITE|60f64328-bff0-4b5b-8b25-153de3457242,SITE|60f64328-bff0-4b5b-8b25-153de3457242,,FALSE,2023-06-29T00:55:09.421162Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009021,,SITE,,39780,Australia/Perth
SITE|bdeec652-7836-4ee6-9535-ebec2244d7ac,SITE|bdeec652-7836-4ee6-9535-ebec2244d7ac,,,2022-11-16T05:00:12.731308Z,,,0,-26.4390917,133.281323,,au.bom.site.066212,2023-05-02T13:45:55.665658+00:00,SITE,93,225000,Australia/Sydney
SITE|54956f7c-130d-4ecd-a6fe-a24451a1c6be,SITE|54956f7c-130d-4ecd-a6fe-a24451a1c6be,,FALSE,2023-07-10T02:41:21.869979Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040842,2023-07-11T13:21:11.701280+00:00,SITE,,271400,Australia/Brisbane
SITE|e351f0b5-4eb6-45b2-973d-b5f1fac762a9,SITE|e351f0b5-4eb6-45b2-973d-b5f1fac762a9,,FALSE,2023-06-27T05:15:58.370444Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,,SITE,,150000,Australia/Perth
SITE|c3fd5eef-3a34-427e-80b3-4f63eb171a30,SITE|c3fd5eef-3a34-427e-80b3-4f63eb171a30,,FALSE,2023-06-14T23:52:39.582673Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.032197,2023-07-17T15:42:51.276330+00:00,SITE,95,12500,Australia/Brisbane
SITE|067182b0-4043-4e5e-929b-d61537b1041b,SITE|067182b0-4043-4e5e-929b-d61537b1041b,,,2023-02-01T06:09:36.673176Z,,,0,-26.4390917,133.281323,,au.bom.site.061366,2023-07-10T16:43:15.379616+00:00,SITE,87,1638000,Australia/Sydney
SITE|f33a92e9-27fe-4577-a700-e0d32fee2a8b,SITE|f33a92e9-27fe-4577-a700-e0d32fee2a8b,,FALSE,2023-06-15T04:10:31.848734Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009256,2023-07-19T16:01:42.793501+00:00,SITE,,240000,Australia/Perth
SITE|1ddf1d35-5149-4308-9f88-c03d7d9055f8,SITE|1ddf1d35-5149-4308-9f88-c03d7d9055f8,,FALSE,2023-03-23T00:13:27.894331Z,FALSE,,,-26.4390917,133.281323,,au.bom.site.055325,,SITE,,0,Australia/Sydney
SITE|ab7c521c-af4f-483a-a2b9-8f217556b43e,SITE|ab7c521c-af4f-483a-a2b9-8f217556b43e,,,2023-01-19T05:53:41.021427Z,,,0,-26.4390917,133.281323,,au.bom.site.068228,2023-05-03T08:41:46.257160+00:00,SITE,85,199920,Australia/Sydney
SITE|203ab2a5-56e7-4304-a1ad-080670d487dd,SITE|203ab2a5-56e7-4304-a1ad-080670d487dd,,,2022-06-17T04:27:34.642645Z,,1,0,-26.4390917,133.281323,1,au.bom.site.066194,2023-06-22T07:41:16.104699+00:00,SITE,99,6000,Australia/Sydney
SITE|0df191ee-f1b7-49cd-9eca-8e03ade60116,SITE|0df191ee-f1b7-49cd-9eca-8e03ade60116,,,2022-06-20T02:53:43.497928Z,,1,0,-26.4390917,133.281323,1,au.bom.site.066059,2023-06-26T10:42:23.075324+00:00,SITE,76,28890,Australia/Sydney
SITE|00947334-c064-4e4a-b463-972fc7f68ef5,SITE|00947334-c064-4e4a-b463-972fc7f68ef5,,FALSE,2023-06-23T01:23:54.017209Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009256,,SITE,,10000,Australia/Perth
SITE|74d147fe-3bba-4e4f-abb6-34c3aa423210,SITE|74d147fe-3bba-4e4f-abb6-34c3aa423210,,FALSE,2023-06-13T06:17:38.424885Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.085280,2023-07-16T08:42:52.724440+00:00,SITE,126,10000,Australia/Melbourne
SITE|d122a439-d614-4b6d-bf38-198288b81888,SITE|d122a439-d614-4b6d-bf38-198288b81888,,,2022-06-17T02:55:23.963141Z,,1,0,-26.4390917,133.281323,1,au.bom.site.066214,2023-06-22T07:41:39.281834+00:00,SITE,66,13000,Australia/Sydney
SITE|43ade769-b555-4aea-b95d-c07bc65ff138,SITE|43ade769-b555-4aea-b95d-c07bc65ff138,,,2022-06-17T03:42:36.452550Z,,1,0,-26.4390917,133.281323,1,au.bom.site.066214,2023-06-22T05:41:29.943935+00:00,SITE,69,13000,Australia/Sydney
SITE|b24155f8-58f9-42a4-8e77-49d0bbe1332e,SITE|b24155f8-58f9-42a4-8e77-49d0bbe1332e,,FALSE,2023-06-27T06:15:18.452883Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009172,,SITE,,20000,Australia/Perth
SITE|fd7b6b30-3265-4298-a9fb-aa509e51b924,SITE|fd7b6b30-3265-4298-a9fb-aa509e51b924,,FALSE,2023-03-23T00:35:25.224955Z,FALSE,,,-26.4390917,133.281323,,au.bom.site.067113,,SITE,,0,Australia/Sydney
SITE|1982adb1-1f2f-47a4-820f-0dae49feeecf,SITE|1982adb1-1f2f-47a4-820f-0dae49feeecf,,,2023-01-18T04:14:29.352160Z,,,0,-26.4390917,133.281323,,au.bom.site.032040,2023-05-03T09:41:18.939856+00:00,SITE,85,99970,Australia/Brisbane
SITE|b270b998-b885-4407-86fd-3cc5aa4083cf,SITE|b270b998-b885-4407-86fd-3cc5aa4083cf,,,2021-10-12T12:00:24.089072Z,,,47895,-26.4390917,133.281323,,au.bom.site.061055,2023-07-28T07:41:24.294583+00:00,SITE,121,44280,Australia/Sydney
SITE|10d73737-b93a-452f-b46a-00bf8bb82520,SITE|10d73737-b93a-452f-b46a-00bf8bb82520,,,2023-02-01T22:52:48.032632Z,,,0,-26.4390917,133.281323,,au.bom.site.086338,2023-07-09T10:42:58.201444+00:00,SITE,43,100000,Australia/Melbourne
SITE|2ac4bba1-cf9a-460d-a3a5-e9be642b5fbc,SITE|2ac4bba1-cf9a-460d-a3a5-e9be642b5fbc,,FALSE,2023-07-05T00:55:35.842122Z,FALSE,,,-26.4390917,133.281323,,au.bom.site.066214,,SITE,,0,Australia/Sydney
SITE|a7d04f63-660f-4eb0-bc8e-6eaac3fa33e6,SITE|a7d04f63-660f-4eb0-bc8e-6eaac3fa33e6,,FALSE,2023-06-23T00:33:09.347913Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009977,,SITE,,25000,Australia/Perth
SITE|565c3ada-9914-4c70-833e-e0eb099ef57c,SITE|565c3ada-9914-4c70-833e-e0eb099ef57c,,FALSE,2023-06-15T00:13:45.442589Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009053,2023-07-17T16:42:50.654828+00:00,SITE,131,5000,Australia/Perth
SITE|b77d034f-f9dc-48e1-b876-afb40c197b37,SITE|b77d034f-f9dc-48e1-b876-afb40c197b37,,,2023-01-18T04:44:25.098429Z,,,0,-26.4390917,133.281323,,au.bom.site.010286,2023-06-26T15:43:40.247419+00:00,SITE,98,15410,Australia/Perth
SITE|75d3ae81-8f01-4856-a3fe-5632d0930dd3,SITE|75d3ae81-8f01-4856-a3fe-5632d0930dd3,,,2022-11-16T04:56:10.202298Z,,,0,-26.4390917,133.281323,,au.bom.site.023013,2023-05-02T16:41:20.942837+00:00,SITE,65,745560,Australia/Adelaide
SITE|c0d9afb1-92e4-4b0b-a59c-e58fbd6c3a21,SITE|c0d9afb1-92e4-4b0b-a59c-e58fbd6c3a21,,FALSE,2023-06-13T05:27:19.954314Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.032197,2023-07-16T06:42:27.141058+00:00,SITE,94,10000,Australia/Brisbane
SITE|71ccc995-9898-4323-8c3f-cfe25510f89f,SITE|71ccc995-9898-4323-8c3f-cfe25510f89f,,,2023-01-19T05:56:23.863490Z,,,0,-26.4390917,133.281323,,au.bom.site.068257,2023-05-03T08:46:10.672654+00:00,SITE,83,99970,Australia/Sydney
SITE|d3e5eec8-f462-4225-82bc-539252765743,SITE|d3e5eec8-f462-4225-82bc-539252765743,,,2022-11-15T22:37:39.473281Z,,,0,-26.4390917,133.281323,,au.bom.site.063292,2023-06-26T17:43:03.126356+00:00,SITE,87,99900,Australia/Sydney
SITE|a78b8fcb-e11e-4e3c-9cdb-6eca2172bb0f,SITE|a78b8fcb-e11e-4e3c-9cdb-6eca2172bb0f,,FALSE,2023-06-29T02:25:40.478441Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009172,,SITE,,8200,Australia/Perth
SITE|72a23429-493b-4d91-8b96-ca3cfe29c9ec,SITE|72a23429-493b-4d91-8b96-ca3cfe29c9ec,,FALSE,2023-06-14T23:57:29.186663Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.032040,2023-07-17T15:42:45.630119+00:00,SITE,94,13230,Australia/Brisbane
SITE|e25cdc1d-e119-448b-b2d0-7ceabd773d8a,SITE|e25cdc1d-e119-448b-b2d0-7ceabd773d8a,,FALSE,2023-03-29T00:28:17.656690Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.066137,2023-06-26T06:43:24.841681+00:00,SITE,83,20100,Australia/Sydney
SITE|bf36887e-e915-4055-b8c8-3226559c8c63,SITE|bf36887e-e915-4055-b8c8-3226559c8c63,,FALSE,2023-06-13T05:58:08.551505Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.023013,2023-07-16T09:42:33.082428+00:00,SITE,104,17500,Australia/Adelaide
SITE|03711767-1544-4106-b6c9-64ab26b43a13,SITE|03711767-1544-4106-b6c9-64ab26b43a13,,,2023-02-01T22:51:44.203515Z,,,0,-26.4390917,133.281323,,au.bom.site.090186,,SITE,,99820,Australia/Melbourne
SITE|64455578-70ec-4c8a-9bf4-9316b6db4bbc,SITE|64455578-70ec-4c8a-9bf4-9316b6db4bbc,,,2022-11-17T22:02:55.855614Z,,,0,-26.4390917,133.281323,,au.bom.site.091237,2023-05-03T02:41:19.688618+00:00,SITE,101,99900,Australia/Hobart
SITE|073f89a0-3065-4364-a472-033ab2f95d82,SITE|073f89a0-3065-4364-a472-033ab2f95d82,,FALSE,2023-06-28T23:56:01.467632Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,,SITE,,15000,Australia/Perth
SITE|7d42e184-6fe1-41f8-8dc2-3a64a83d0629,SITE|7d42e184-6fe1-41f8-8dc2-3a64a83d0629,,FALSE,2023-06-19T06:10:25.453932Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009256,2023-07-28T09:18:00.410710+00:00,SITE,,10000,Australia/Perth
SITE|0134e7e2-6ae5-4142-af8c-7cf76a71cae4,SITE|0134e7e2-6ae5-4142-af8c-7cf76a71cae4,,,2023-01-24T01:50:59.898059Z,,,0,-26.4390917,133.281323,,au.bom.site.086388,2023-05-03T09:42:09.876039+00:00,SITE,91,99900,Australia/Melbourne
SITE|a6e6e99b-a8bd-4c0a-ae95-d55a4e01b955,SITE|a6e6e99b-a8bd-4c0a-ae95-d55a4e01b955,,FALSE,2023-07-10T05:23:02.438117Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.091237,2023-07-10T13:42:27.896458+00:00,SITE,52,99820,Australia/Hobart
SITE|37ac1cbe-e1bd-4d3a-baef-5226cc61f468,SITE|37ac1cbe-e1bd-4d3a-baef-5226cc61f468,,FALSE,2023-05-25T00:14:20.250368Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040988,2023-07-10T15:42:02.541067+00:00,SITE,71,89000,Australia/Brisbane
SITE|0ed4a841-a0b9-4790-b73e-015cca196417,SITE|0ed4a841-a0b9-4790-b73e-015cca196417,,,2023-02-22T03:23:06.073478Z,,,0,-26.4390917,133.281323,,au.bom.site.065070,2023-06-23T10:50:03.351758+00:00,SITE,,62000,Australia/Sydney
SITE|c46ffac6-d983-4a5b-b83f-25e2125099ee,SITE|c46ffac6-d983-4a5b-b83f-25e2125099ee,,,2022-11-17T21:56:21.091311Z,,,0,-26.4390917,133.281323,,au.bom.site.023083,2023-05-03T10:40:55.943066+00:00,SITE,94,240120,Australia/Adelaide
SITE|e1d04bb1-cc3f-43c7-a34d-c6b1720dfa1c,SITE|e1d04bb1-cc3f-43c7-a34d-c6b1720dfa1c,,FALSE,2023-06-29T01:04:35.242785Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.066212,,SITE,,15000,Australia/Sydney
SITE|55718e19-8820-4d90-8126-70001e8f6cf6,SITE|55718e19-8820-4d90-8126-70001e8f6cf6,,FALSE,2023-06-27T04:00:33.563727Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040958,,SITE,,8200,Australia/Brisbane
SITE|ba137212-3004-4c02-a791-34d6fef6dd49,SITE|ba137212-3004-4c02-a791-34d6fef6dd49,,FALSE,2023-06-29T01:24:38.552189Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009573,,SITE,,19640,Australia/Perth
SITE|d36b8766-d1ca-408a-bad2-7a6bafc2f722,SITE|d36b8766-d1ca-408a-bad2-7a6bafc2f722,,,2022-11-17T22:06:26.807926Z,,,0,-26.4390917,133.281323,,au.bom.site.086338,2023-05-04T06:49:59.064734+00:00,SITE,,62100,Australia/Melbourne
SITE|9276ec68-a5a9-47c4-a84f-0efbbc304779,SITE|9276ec68-a5a9-47c4-a84f-0efbbc304779,,FALSE,2023-06-27T04:02:21.950255Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040958,,SITE,,20000,Australia/Brisbane
SITE|bc99ff90-2960-466e-84a6-3a3cca9501a9,SITE|bc99ff90-2960-466e-84a6-3a3cca9501a9,,FALSE,2023-06-13T05:43:45.831209Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040913,2023-07-16T07:42:53.463784+00:00,SITE,137,10000,Australia/Brisbane
SITE|036f7ebd-719d-470c-b383-16eaf0b321ba,SITE|036f7ebd-719d-470c-b383-16eaf0b321ba,,,2022-11-21T05:27:15.859964Z,,,0,-26.4390917,133.281323,,au.bom.site.009172,2023-05-03T10:40:59.048555+00:00,SITE,91,99970,Australia/Perth
SITE|76f86220-c5e7-4d48-aaf2-f2e1d9b0754b,SITE|76f86220-c5e7-4d48-aaf2-f2e1d9b0754b,,,2022-02-09T01:28:28.988477Z,,,0,-26.4390917,133.281323,,au.bom.site.061412,2023-07-28T07:41:29.349822+00:00,SITE,73,87375,Australia/Sydney
SITE|09e3ce7f-447a-4aec-9b33-c743a491f281,SITE|09e3ce7f-447a-4aec-9b33-c743a491f281,,FALSE,2023-06-08T04:06:28.258756Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040004,2023-07-16T13:42:30.164368+00:00,SITE,120,20000,Australia/Brisbane
SITE|65ec93c9-9cf7-4482-9fd5-473823627336,SITE|65ec93c9-9cf7-4482-9fd5-473823627336,,FALSE,2023-06-13T02:58:00.318578Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009172,2023-07-16T03:43:01.774506+00:00,SITE,125,5000,Australia/Perth
SITE|350ca24a-f45e-4071-bff7-c1fc5bf51eb3,SITE|350ca24a-f45e-4071-bff7-c1fc5bf51eb3,,FALSE,2023-06-23T01:31:07.908089Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009256,,SITE,,10000,Australia/Perth
SITE|50a0f3ef-529a-426e-be9f-7c33fd7657f3,SITE|50a0f3ef-529a-426e-be9f-7c33fd7657f3,,FALSE,2023-03-24T01:51:33.845741Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.066137,2023-07-10T11:41:43.306558+00:00,SITE,48,18480,Australia/Sydney
SITE|36b24e01-4c21-422d-a585-67fc56bf8ede,SITE|36b24e01-4c21-422d-a585-67fc56bf8ede,,,2023-02-01T05:44:03.625321Z,,,0,-26.4390917,133.281323,,au.bom.site.086068,2023-07-10T11:41:42.824948+00:00,SITE,99,15000,Australia/Melbourne
SITE|df8c7535-0fa5-40be-b70d-31ad8e4b25fa,SITE|df8c7535-0fa5-40be-b70d-31ad8e4b25fa,,,2022-06-16T06:45:07.757472Z,,1,0,,,1,,2023-07-28T07:40:55.983001+00:00,SITE,149,270000,Australia/Sydney
SITE|4ec7738b-553f-4311-b5e3-04c2d317b88f,SITE|4ec7738b-553f-4311-b5e3-04c2d317b88f,,,2022-02-09T01:08:21.481456Z,,,0,-26.4390917,133.281323,,au.bom.site.061412,2023-07-28T07:41:06.526508+00:00,SITE,29,15000,Australia/Sydney
SITE|7502671f-f99e-4f4a-b4e9-903dacb6c294,SITE|7502671f-f99e-4f4a-b4e9-903dacb6c294,,FALSE,2023-06-29T01:29:55.364703Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009999,,SITE,,19040,Australia/Perth
SITE|e903959f-8440-447e-b17c-e6fa6cb6bee2,SITE|e903959f-8440-447e-b17c-e6fa6cb6bee2,,,2022-12-23T05:58:34.089300Z,,,0,-26.4390917,133.281323,,au.bom.site.086077,2023-06-26T16:42:04.357298+00:00,SITE,84,51500,Australia/Melbourne
SITE|22eca8f1-9486-4226-b275-c25f39c7ce7f,SITE|22eca8f1-9486-4226-b275-c25f39c7ce7f,,FALSE,2023-06-13T06:07:00.863856Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.031222,2023-07-16T08:42:42.414612+00:00,SITE,111,10000,Australia/Brisbane
SITE|643d2a20-6dff-4664-abf4-87754c738d63,SITE|643d2a20-6dff-4664-abf4-87754c738d63,,FALSE,2023-06-29T01:20:57.487861Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.010917,,SITE,,15000,Australia/Perth
SITE|bf27a08f-6b1e-417d-9834-cefe73772492,SITE|bf27a08f-6b1e-417d-9834-cefe73772492,,FALSE,2023-06-19T23:49:56.874858Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.010917,2023-07-28T10:19:38.664691+00:00,SITE,,6480,Australia/Perth
SITE|ff5e8818-05b4-43ea-9022-c9ba7d87c86d,SITE|ff5e8818-05b4-43ea-9022-c9ba7d87c86d,,FALSE,2023-06-22T02:32:54.809512Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.066059,2023-07-12T06:42:39.061227+00:00,SITE,85,99820,Australia/Sydney
SITE|93e6deb8-3914-4a84-ab25-d2c1a666044a,SITE|93e6deb8-3914-4a84-ab25-d2c1a666044a,,FALSE,2023-06-19T06:06:07.038301Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009215,2023-07-28T09:17:58.467872+00:00,SITE,,5000,Australia/Perth
SITE|6a29869c-ff57-4519-bf0c-6e30c02094b9,SITE|6a29869c-ff57-4519-bf0c-6e30c02094b9,,FALSE,2023-06-27T06:13:05.986256Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,,SITE,,8200,Australia/Perth
SITE|8d8f59db-c689-4cde-86ff-dfcbb185d0a8,SITE|8d8f59db-c689-4cde-86ff-dfcbb185d0a8,,,2023-01-24T01:47:44.775592Z,,,0,-26.4390917,133.281323,,au.bom.site.032040,2023-05-03T09:41:25.272527+00:00,SITE,81,215610,Australia/Brisbane
SITE|0f5ae99e-035d-4116-a912-2ba10a969673,SITE|0f5ae99e-035d-4116-a912-2ba10a969673,,,2022-06-15T06:09:16.138185Z,,1,0,-26.4390917,133.281323,1,au.bom.site.063291,2023-07-28T07:41:39.828707+00:00,SITE,68,46800,Australia/Sydney
SITE|aeb330e0-a378-443d-8f38-f97d2dc052ff,SITE|aeb330e0-a378-443d-8f38-f97d2dc052ff,,FALSE,2023-06-19T05:40:21.867063Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-20T05:22:09.590846+00:00,SITE,107,22000,Australia/Perth
SITE|3b0ea0fa-7a8e-4a10-b342-039beb2b6d7a,SITE|3b0ea0fa-7a8e-4a10-b342-039beb2b6d7a,,FALSE,2023-06-13T06:57:48.437337Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.023885,2023-07-16T05:40:29.927642+00:00,SITE,92,12960,Australia/Adelaide
SITE|1be5b1a0-a492-4c6d-9d96-8ac7902de409,SITE|1be5b1a0-a492-4c6d-9d96-8ac7902de409,,FALSE,2023-06-29T00:05:27.700937Z,FALSE,,,-26.4390917,133.281323,,au.bom.site.009977,,SITE,,0,Australia/Perth
SITE|012cc1a8-050a-4209-b948-530fec8faf25,SITE|012cc1a8-050a-4209-b948-530fec8faf25,,FALSE,2023-06-27T06:01:58.142373Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009172,,SITE,,25000,Australia/Perth
SITE|47d1ee4c-0a90-41a0-8d59-ba547cf0733b,SITE|47d1ee4c-0a90-41a0-8d59-ba547cf0733b,,FALSE,2023-06-19T06:00:03.572488Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-28T09:09:35.095008+00:00,SITE,,8200,Australia/Perth
SITE|53f02df5-73d7-4b7e-a064-067f7421355c,SITE|53f02df5-73d7-4b7e-a064-067f7421355c,,,2023-02-03T05:28:55.663033Z,,,0,-26.4390917,133.281323,,au.bom.site.087184,2023-02-13T09:41:55.807587+00:00,SITE,92,99820,Australia/Melbourne
SITE|e889e5f3-f2f1-4c7e-868c-c2bce3254023,SITE|e889e5f3-f2f1-4c7e-868c-c2bce3254023,,FALSE,2023-06-15T00:51:57.032038Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-15T18:42:20.150761+00:00,SITE,100,20000,Australia/Perth
SITE|da39ca54-dff6-4b2d-80e3-ee13d79443bc,SITE|da39ca54-dff6-4b2d-80e3-ee13d79443bc,,,2023-01-20T05:26:01.646263Z,,,0,-26.4390917,133.281323,,au.bom.site.065111,2023-05-03T08:41:35.539324+00:00,SITE,68,246400,Australia/Sydney
SITE|8a0be9ca-143b-459a-9c3c-bde9aae0ed98,SITE|8a0be9ca-143b-459a-9c3c-bde9aae0ed98,,FALSE,2023-04-21T05:28:29.881935Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.066194,2023-07-28T07:40:57.944350+00:00,SITE,56,36000,Australia/Sydney
SITE|e89d0159-d9c0-4232-bba2-ee2d3ac2dd7c,SITE|e89d0159-d9c0-4232-bba2-ee2d3ac2dd7c,,FALSE,2023-03-24T01:44:18.196893Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.066194,2023-06-26T10:41:44.036541+00:00,SITE,94,12280,Australia/Sydney
SITE|b27b7e74-675b-43ee-aed1-878c5fec1cf9,SITE|b27b7e74-675b-43ee-aed1-878c5fec1cf9,,,2021-10-07T09:37:56.507236Z,,1.0637,29616,,,0.9986,,2023-07-28T07:41:18.315165+00:00,SITE,98,39600,Australia/Sydney
SITE|4a9e14fa-da6a-463a-bc6d-49a132821fa9,SITE|4a9e14fa-da6a-463a-bc6d-49a132821fa9,,FALSE,2023-06-13T01:37:08.144355Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.086068,2023-07-15T17:43:03.743322+00:00,SITE,78,10000,Australia/Melbourne
SITE|640cb3c2-4f22-457c-b5fd-848a5593fd78,SITE|640cb3c2-4f22-457c-b5fd-848a5593fd78,,FALSE,2023-06-27T06:55:23.503150Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.090186,,SITE,,8200,Australia/Melbourne
SITE|3dc8543a-45b1-44f9-9d6c-aa996a81f99f,SITE|3dc8543a-45b1-44f9-9d6c-aa996a81f99f,,FALSE,2023-06-29T02:02:34.220301Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,,SITE,,30000,Australia/Perth
SITE|d79e5896-db55-4ade-8681-c2b15db39238,SITE|d79e5896-db55-4ade-8681-c2b15db39238,,FALSE,2023-06-13T01:38:54.745408Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009256,2023-07-15T17:42:57.399125+00:00,SITE,319,5000,Australia/Perth
SITE|838d9791-7577-4950-b7e9-31de3d05f6bd,SITE|838d9791-7577-4950-b7e9-31de3d05f6bd,,,2022-11-16T04:24:39.211895Z,,,0,-26.4390917,133.281323,,au.bom.site.023083,2023-06-26T16:42:42.544090+00:00,SITE,94,86130,Australia/Adelaide
SITE|414597da-2082-4b13-ab6e-1742ce5eb7f7,SITE|414597da-2082-4b13-ab6e-1742ce5eb7f7,,,2023-02-01T06:26:41.738515Z,,,0,-26.4390917,133.281323,,au.bom.site.040958,2023-07-10T15:43:38.619789+00:00,SITE,48,300390,Australia/Brisbane
SITE|bdf6af99-d234-4d30-96fd-da45022ba9cf,SITE|bdf6af99-d234-4d30-96fd-da45022ba9cf,,,2022-06-16T07:00:26.875900Z,,1,0,,,1,,2023-07-28T07:41:49.691222+00:00,SITE,84,248160,Australia/Sydney
SITE|b3132ad3-03dd-42f1-ae91-f2230d363669,SITE|b3132ad3-03dd-42f1-ae91-f2230d363669,,,2022-07-27T23:50:36.998467Z,,1,0,,,1,,2023-07-17T11:41:06.315861+00:00,SITE,59,38500,Australia/Sydney
SITE|1c1e7af6-6d8c-431f-a85d-0fa1030086f5,SITE|1c1e7af6-6d8c-431f-a85d-0fa1030086f5,,FALSE,2023-06-13T01:28:08.092715Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.086077,2023-07-15T17:42:23.626096+00:00,SITE,90,5000,Australia/Melbourne
SITE|bc5c7040-efa2-4ca7-9c34-d04a8ae7f16c,SITE|bc5c7040-efa2-4ca7-9c34-d04a8ae7f16c,,FALSE,2023-06-22T02:21:10.359491Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.081123,2023-07-11T08:35:20.338272+00:00,SITE,,110000,Australia/Melbourne
SITE|9d708103-b692-4f6c-ac3a-505d8d0da525,SITE|9d708103-b692-4f6c-ac3a-505d8d0da525,,FALSE,2023-06-15T01:10:38.188377Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009172,2023-07-19T13:36:56.935280+00:00,SITE,,39780,Australia/Perth
SITE|4ec41d69-5d93-488c-944e-eb7dca52d7e6,SITE|4ec41d69-5d93-488c-944e-eb7dca52d7e6,,FALSE,2023-06-29T00:19:04.945106Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,,SITE,,30000,Australia/Perth
SITE|a35a10e3-5718-4d73-b6e7-8905c1db8a9e,SITE|a35a10e3-5718-4d73-b6e7-8905c1db8a9e,,,2022-10-11T05:08:47.637781Z,,1,0,-26.4390917,133.281323,1,au.bom.site.074272,2023-07-28T07:41:50.357048+00:00,SITE,90,23000,Australia/Sydney
