source,target, weatherStationId,commsIssuesFlag,createdAt,dataIssuesFlag,dlfLossFactor,generationWatt,latitude,longitude,mlfLossFactor,nearestBomStationId,nextProcessDueAt,nodeType,performanceSinceInceptionSortKey,pvSizeWatt,timezone
SITE|65e61db2-2bb3-4480-b495-96064d5ed331,SITE|65e61db2-2bb3-4480-b495-96064d5ed331,,FALSE,2023-06-29T01:55:04.940396Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040842,,SITE,,25000,Australia/Brisbane
SITE|4dddc226-3464-4c95-aded-875e490a2f02,SITE|4dddc226-3464-4c95-aded-875e490a2f02,,,2022-06-17T03:43:00.803739Z,,1,0,-26.4390917,133.281323,1,au.bom.site.066194,2023-06-22T06:41:09.453872+00:00,SITE,39,9360,Australia/Sydney
SITE|d830cf82-d943-404a-8396-9b22141538a8,SITE|d830cf82-d943-404a-8396-9b22141538a8,,,2023-02-01T22:19:14.041767Z,,,0,-26.4390917,133.281323,,au.bom.site.087185,,SITE,,99820,Australia/Melbourne
SITE|c9fcf61f-c1a9-48d8-b2bb-c843dbd69119,SITE|c9fcf61f-c1a9-48d8-b2bb-c843dbd69119,,,2022-06-17T03:59:26.131218Z,,1,0,-26.4390917,133.281323,1,au.bom.site.066214,2023-06-22T06:41:06.600256+00:00,SITE,53,6600,Australia/Sydney
SITE|09640f46-ed55-45be-b243-dbbe126fc994,SITE|09640f46-ed55-45be-b243-dbbe126fc994,,FALSE,2023-06-22T23:16:00.100415Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009172,2023-07-28T11:02:10.651141+00:00,SITE,,10290,Australia/Perth
SITE|166b83a9-ad51-4ad2-b853-fdb1aa936f6d,SITE|166b83a9-ad51-4ad2-b853-fdb1aa936f6d,,,2022-11-17T01:48:26.112926Z,,,0,-26.4390917,133.281323,,au.bom.site.063291,2023-06-26T07:41:36.592747+00:00,SITE,100,25750,Australia/Sydney
SITE|d317a168-4257-4187-9603-3d4834532bbb,SITE|d317a168-4257-4187-9603-3d4834532bbb,,,2022-06-20T02:52:13.038257Z,,1,0,-26.4390917,133.281323,1,au.bom.site.066212,2023-06-26T15:40:09.042236+00:00,SITE,70,26100,Australia/Sydney
SITE|11fde49c-5cd0-429c-8013-97c9a1c1462d,SITE|11fde49c-5cd0-429c-8013-97c9a1c1462d,,FALSE,2023-04-13T01:32:29.620135Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.066194,2023-07-17T07:41:15.850569+00:00,SITE,80,110000,Australia/Sydney
SITE|d159d534-3a20-4bce-9df0-5772d555d4c8,SITE|d159d534-3a20-4bce-9df0-5772d555d4c8,,FALSE,2023-06-15T00:26:14.124084Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.031222,2023-07-17T16:42:47.779794+00:00,SITE,69,5000,Australia/Brisbane
SITE|20200be5-9a36-4b8b-b869-4459631ddaf8,SITE|20200be5-9a36-4b8b-b869-4459631ddaf8,,,2023-01-18T04:08:30.152056Z,,,0,-26.4390917,133.281323,,au.bom.site.039083,2023-05-03T09:41:19.245379+00:00,SITE,76,320300,Australia/Brisbane
SITE|f6b11cb7-2474-4853-9fe9-c7bda08d36e5,SITE|f6b11cb7-2474-4853-9fe9-c7bda08d36e5,,FALSE,2023-06-19T05:30:20.847921Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-20T04:42:10.599895+00:00,SITE,109,8000,Australia/Perth
SITE|cd16277d-7fb6-4180-be21-5af46f1c39f0,SITE|cd16277d-7fb6-4180-be21-5af46f1c39f0,,FALSE,2023-06-13T06:49:49.535813Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.039083,2023-07-16T09:42:41.825557+00:00,SITE,97,12500,Australia/Brisbane
SITE|60cf5b3f-293b-4336-b59f-4fc00fee17ed,SITE|60cf5b3f-293b-4336-b59f-4fc00fee17ed,,TRUE,2022-11-15T22:24:34.062261Z,,,0,-26.4390917,133.281323,,au.bom.site.066214,2023-06-26T15:42:38.507479+00:00,SITE,89,76000,Australia/Sydney
SITE|a9d76561-f36e-458e-b381-a7dcb5b92b35,SITE|a9d76561-f36e-458e-b381-a7dcb5b92b35,,FALSE,2023-06-29T00:45:11.713767Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009172,,SITE,,12500,Australia/Perth
SITE|0edcb002-0a8e-40df-bfc1-2ae6d251f48b,SITE|0edcb002-0a8e-40df-bfc1-2ae6d251f48b,,FALSE,2023-06-22T02:26:56.631320Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.059151,2023-07-12T04:41:41.274301+00:00,SITE,70,220000,Australia/Sydney
SITE|c5e8ad5f-9a60-417b-8439-fb3771b62cf0,SITE|c5e8ad5f-9a60-417b-8439-fb3771b62cf0,,,2023-01-18T04:41:50.060316Z,,,0,-26.4390917,133.281323,,au.bom.site.009999,2023-06-26T15:43:35.065896+00:00,SITE,95,29400,Australia/Perth
SITE|fe8a5c00-0514-4aa3-8e6b-d9b9f7c1a93c,SITE|fe8a5c00-0514-4aa3-8e6b-d9b9f7c1a93c,,FALSE,2023-06-19T06:45:31.948850Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009256,2023-07-28T10:10:57.710947+00:00,SITE,,30000,Australia/Perth
SITE|e8368cd8-a32e-4dc6-be01-5d8f4effa6d7,SITE|e8368cd8-a32e-4dc6-be01-5d8f4effa6d7,,,2023-02-01T22:13:44.118413Z,,,0,-26.4390917,133.281323,,au.bom.site.086077,2023-07-10T16:43:57.120837+00:00,SITE,113,220000,Australia/Melbourne
SITE|b22f12c3-60ff-417e-9243-82600abc701a,SITE|b22f12c3-60ff-417e-9243-82600abc701a,,FALSE,2023-06-19T23:28:18.846322Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009999,2023-07-28T10:19:35.511505+00:00,SITE,,13360,Australia/Perth
SITE|760b0391-fa95-43f5-9036-2ef1cfd19e45,SITE|760b0391-fa95-43f5-9036-2ef1cfd19e45,,,2023-02-22T03:34:03.315534Z,,,0,-26.4390917,133.281323,,au.bom.site.063291,2023-06-23T10:50:34.755180+00:00,SITE,,20000,Australia/Sydney
SITE|ac82480a-4d79-405e-9e9e-3a45aeffe6ec,SITE|ac82480a-4d79-405e-9e9e-3a45aeffe6ec,,FALSE,2023-06-13T04:43:09.053405Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040913,2023-07-16T05:42:31.908461+00:00,SITE,101,10000,Australia/Brisbane
SITE|cbba03e8-d924-48a4-a177-d4774f63a991,SITE|cbba03e8-d924-48a4-a177-d4774f63a991,,,2023-02-01T06:15:40.413332Z,,,0,-26.4390917,133.281323,,au.bom.site.055202,2023-07-10T15:44:13.810623+00:00,SITE,53,374400,Australia/Sydney
SITE|569bf077-e524-4711-bec1-3a57535717b5,SITE|569bf077-e524-4711-bec1-3a57535717b5,,FALSE,2023-06-19T06:29:52.089901Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009172,2023-07-28T09:36:55.450061+00:00,SITE,,20000,Australia/Perth
SITE|d4b37239-b5cb-4faf-89b3-995c4dc2c55a,SITE|d4b37239-b5cb-4faf-89b3-995c4dc2c55a,,,2023-01-18T04:35:15.708683Z,,,0,-26.4390917,133.281323,,au.bom.site.023842,2023-05-03T08:47:06.402175+00:00,SITE,80,200100,Australia/Adelaide
SITE|a7039703-06ed-49b0-aaab-78fe1f5a0c9b,SITE|a7039703-06ed-49b0-aaab-78fe1f5a0c9b,,FALSE,2023-06-13T05:33:19.268603Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040958,2023-07-16T07:43:45.275598+00:00,SITE,97,45000,Australia/Brisbane
SITE|8a40e552-a734-4561-9059-33a91a8ffc08,SITE|8a40e552-a734-4561-9059-33a91a8ffc08,,,2022-11-16T04:23:03.955438Z,,,0,-26.4390917,133.281323,,au.bom.site.023000,2023-06-26T17:43:52.430248+00:00,SITE,86,50170,Australia/Adelaide
SITE|13e4a9b1-e682-4e98-a7cb-69a46def28ad,SITE|13e4a9b1-e682-4e98-a7cb-69a46def28ad,,,2023-02-01T06:01:49.204721Z,,,0,-26.4390917,133.281323,,au.bom.site.086383,2023-07-10T12:41:18.140073+00:00,SITE,72,149710,Australia/Melbourne
SITE|bfd80839-9ca5-4139-b6fb-707a0fe5ad7f,SITE|bfd80839-9ca5-4139-b6fb-707a0fe5ad7f,,FALSE,2023-06-29T02:16:14.128141Z,FALSE,,,-26.4390917,133.281323,,au.bom.site.009215,,SITE,,0,Australia/Perth
SITE|6a4426d5-0210-4796-9ab1-59d7201301a7,SITE|6a4426d5-0210-4796-9ab1-59d7201301a7,,,2022-11-16T04:20:19.106265Z,,,0,-26.4390917,133.281323,,au.bom.site.056238,2023-06-26T17:45:49.544251+00:00,SITE,92,90160,Australia/Sydney
SITE|f3ac4952-cfdf-4a19-a265-66dfedd396b3,SITE|f3ac4952-cfdf-4a19-a265-66dfedd396b3,,,2022-11-14T01:18:10.745589Z,,,0,-26.4390917,133.281323,,au.bom.site.062101,2023-06-26T10:42:44.882070+00:00,SITE,92,99900,Australia/Sydney
SITE|c6e21205-d9f8-4958-9afc-9af17ff9c3e0,SITE|c6e21205-d9f8-4958-9afc-9af17ff9c3e0,,FALSE,2023-06-15T01:47:40.745939Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.024580,2023-07-18T16:46:59.458541+00:00,SITE,42,195840,Australia/Adelaide
SITE|fd6a80eb-d677-487c-9500-db0e06cb832f,SITE|fd6a80eb-d677-487c-9500-db0e06cb832f,,,2022-12-23T06:03:35.288333Z,,,0,-26.4390917,133.281323,,au.bom.site.068264,2023-05-02T16:41:17.152658+00:00,SITE,90,99970,Australia/Sydney
SITE|101d1590-6ed3-4769-b744-94c9270448ec,SITE|101d1590-6ed3-4769-b744-94c9270448ec,,,2022-06-17T05:06:41.830309Z,,1,0,,,1,,2023-06-22T05:47:51.593512+00:00,SITE,50,24000,Australia/Sydney
SITE|11877264-9244-4ad9-a8e4-1a2144e26694,SITE|11877264-9244-4ad9-a8e4-1a2144e26694,,FALSE,2023-06-14T23:32:31.885297Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.086338,2023-07-17T14:42:55.677104+00:00,SITE,66,23240,Australia/Melbourne
SITE|dfe9d8ca-29d3-478d-98fc-3d859d55f428,SITE|dfe9d8ca-29d3-478d-98fc-3d859d55f428,,FALSE,2023-06-13T04:25:27.174525Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-16T04:42:38.431176+00:00,SITE,121,8200,Australia/Perth
SITE|3bac93e3-5294-44f0-8560-8452e44c49a3,SITE|3bac93e3-5294-44f0-8560-8452e44c49a3,,FALSE,2023-06-27T05:58:49.630118Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040211,,SITE,,50000,Australia/Brisbane
SITE|e8a54013-3ce3-4a59-8343-40a698e286f7,SITE|e8a54013-3ce3-4a59-8343-40a698e286f7,,,2022-02-09T01:06:05.857172Z,,,0,-26.4390917,133.281323,,au.bom.site.061055,2022-09-23T07:40:27.064193+00:00,SITE,30,52000,Australia/Sydney
SITE|031ddcc6-81a4-42d8-98ec-7bc5df0eb81e,SITE|031ddcc6-81a4-42d8-98ec-7bc5df0eb81e,,,2023-02-07T01:25:31.289322Z,TRUE,,,-26.4390917,133.281323,,au.bom.site.068257,,SITE,,0,Australia/Sydney
SITE|d18a1271-e784-4544-8165-3f8cb915194a,SITE|d18a1271-e784-4544-8165-3f8cb915194a,,FALSE,2023-06-13T05:16:18.462407Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.079100,2023-07-16T06:42:24.060734+00:00,SITE,94,23240,Australia/Melbourne
SITE|890e0f6d-3940-46bd-b590-3e288d5fb486,SITE|890e0f6d-3940-46bd-b590-3e288d5fb486,,FALSE,2023-06-19T06:32:03.815651Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009021,2023-07-28T09:46:53.950263+00:00,SITE,,75000,Australia/Perth
SITE|41d2f97a-a100-48cd-9d5a-feccf6010168,SITE|41d2f97a-a100-48cd-9d5a-feccf6010168,,,2023-01-19T05:52:42.480485Z,,,0,-26.4390917,133.281323,,au.bom.site.067119,2023-05-03T08:40:33.663529+00:00,SITE,78,296960,Australia/Sydney
SITE|b0ccb4b2-aa32-4b12-8c78-76d42b450f70,SITE|b0ccb4b2-aa32-4b12-8c78-76d42b450f70,,,2022-11-17T22:03:33.066418Z,,,0,-26.4390917,133.281323,,au.bom.site.086373,2023-05-03T10:40:58.061732+00:00,SITE,104,99880,Australia/Melbourne
SITE|21db326f-124f-49b3-b09d-7a3bdcfe2ed4,SITE|21db326f-124f-49b3-b09d-7a3bdcfe2ed4,,,2021-11-08T03:58:40.318175Z,,1,0,-26.4390917,133.281323,1,au.bom.site.061055,,SITE,,20160,Australia/Sydney
SITE|3998104a-39f9-4cae-b9e8-6b1335df8681,SITE|3998104a-39f9-4cae-b9e8-6b1335df8681,,,2022-11-21T05:26:51.241675Z,,,0,-26.4390917,133.281323,,au.bom.site.009172,2023-05-03T10:41:00.587779+00:00,SITE,91,99970,Australia/Perth
SITE|ed9bf37c-6850-4e77-a5cc-67fea38f317a,SITE|ed9bf37c-6850-4e77-a5cc-67fea38f317a,,,2022-11-15T22:20:28.525496Z,,,0,-26.4390917,133.281323,,au.bom.site.023000,2023-06-26T11:43:24.479879+00:00,SITE,81,182700,Australia/Adelaide
SITE|f7c95edc-00cb-41cb-ae0e-eae8ea787ec3,SITE|f7c95edc-00cb-41cb-ae0e-eae8ea787ec3,,,2022-11-17T21:57:35.654613Z,,,0,-26.4390917,133.281323,,au.bom.site.023034,2023-05-03T09:41:28.015663+00:00,SITE,92,199780,Australia/Adelaide
SITE|4c860e4a-ec64-4a9e-9849-9af1f6065c4c,SITE|4c860e4a-ec64-4a9e-9849-9af1f6065c4c,,FALSE,2023-06-23T00:51:45.700429Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,,SITE,,60000,Australia/Perth
SITE|c869cb9a-340c-4e26-9360-1eed7c7986c6,SITE|c869cb9a-340c-4e26-9360-1eed7c7986c6,,FALSE,2023-06-08T06:00:11.893072Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-16T16:28:16.617645+00:00,SITE,,39800,Australia/Perth
SITE|e10c93eb-ca72-444f-bf10-ca484daf2714,SITE|e10c93eb-ca72-444f-bf10-ca484daf2714,,FALSE,2023-06-13T02:17:56.732972Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040913,2023-07-16T04:42:25.346482+00:00,SITE,135,20000,Australia/Brisbane
SITE|db726eb6-fb4e-40de-bbf5-1ec61da1108c,SITE|db726eb6-fb4e-40de-bbf5-1ec61da1108c,,FALSE,2023-06-22T02:36:16.304939Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.066059,2023-07-10T15:42:28.528798+00:00,SITE,87,100000,Australia/Sydney
SITE|8d7cf8c7-89c6-4238-b3dd-93100818d53b,SITE|8d7cf8c7-89c6-4238-b3dd-93100818d53b,,FALSE,2023-06-28T23:24:17.212792Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,,SITE,,12500,Australia/Perth
SITE|d3f5a275-7ce6-4d52-b2f5-06035828e803,SITE|d3f5a275-7ce6-4d52-b2f5-06035828e803,,,2023-02-22T03:30:21.740507Z,,,0,-26.4390917,133.281323,,au.bom.site.063291,2023-06-22T15:43:43.221095+00:00,SITE,39,65780,Australia/Sydney
SITE|8353b6b2-ec84-4f35-8e2e-ff1b48530dbe,SITE|8353b6b2-ec84-4f35-8e2e-ff1b48530dbe,,FALSE,2023-06-13T04:35:12.382962Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040913,2023-07-16T05:43:07.765546+00:00,SITE,99,30000,Australia/Brisbane
SITE|ee226d21-50f4-4201-8e07-1c6ab92d69fb,SITE|ee226d21-50f4-4201-8e07-1c6ab92d69fb,,,2022-11-16T04:21:35.102822Z,,,0,-26.4390917,133.281323,,au.bom.site.059151,2023-06-26T17:41:43.898868+00:00,SITE,100,51100,Australia/Sydney
SITE|023f5228-233d-40a7-8687-6747c661eb93,SITE|023f5228-233d-40a7-8687-6747c661eb93,,,2022-06-17T04:55:54.774951Z,,1,0,-26.4390917,133.281323,1,au.bom.site.066194,2023-06-22T07:44:32.183184+00:00,SITE,91,7260,Australia/Sydney
SITE|bd7ecaf0-466e-4cbb-9f1e-bb28249da0f4,SITE|bd7ecaf0-466e-4cbb-9f1e-bb28249da0f4,,FALSE,2023-06-13T06:20:08.303111Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.033329,2023-07-16T08:43:25.607752+00:00,SITE,106,30000,Australia/Brisbane
SITE|32c9a5b5-4858-4237-b13d-7fd907e7bc48,SITE|32c9a5b5-4858-4237-b13d-7fd907e7bc48,,,2023-02-01T06:11:04.812840Z,,,0,-26.4390917,133.281323,,au.bom.site.068228,2023-07-12T06:44:38.775823+00:00,SITE,83,394230,Australia/Sydney
SITE|0f36de34-6729-4fc2-8f0e-b84664439f38,SITE|0f36de34-6729-4fc2-8f0e-b84664439f38,,FALSE,2023-06-09T05:38:08.930718Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009021,2023-07-15T16:43:14.542449+00:00,SITE,117,30000,Australia/Perth
SITE|61378aa3-0da2-4f61-8205-0c0ad364f8e1,SITE|61378aa3-0da2-4f61-8205-0c0ad364f8e1,,FALSE,2023-06-19T06:02:49.649680Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,2023-07-28T09:12:02.861292+00:00,SITE,,8200,Australia/Perth
SITE|83d125f1-0364-49a8-9b34-ad8053aa99e0,SITE|83d125f1-0364-49a8-9b34-ad8053aa99e0,,,2022-03-16T23:28:33.743760Z,,1,0,,,1,,2023-04-13T04:40:00.638669+00:00,SITE,69,86000,Australia/Brisbane
SITE|03bf7355-4bd6-44e0-b129-1c7434dca0c1,SITE|03bf7355-4bd6-44e0-b129-1c7434dca0c1,,FALSE,2023-06-13T02:11:54.910272Z,FALSE,,,-26.4390917,133.281323,,au.bom.site.140009,,SITE,,0,Australia/Brisbane
SITE|bb1a7808-99af-436f-947a-a46e3eec7764,SITE|bb1a7808-99af-436f-947a-a46e3eec7764,,FALSE,2023-06-12T23:26:16.409044Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040211,2023-07-15T10:42:25.399914+00:00,SITE,104,20000,Australia/Brisbane
SITE|391596f1-c101-476e-acbd-b370dc3f69c9,SITE|391596f1-c101-476e-acbd-b370dc3f69c9,,FALSE,2023-06-15T04:40:47.021208Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.012038,2023-07-18T17:45:58.401683+00:00,SITE,233,100000,Australia/Perth
SITE|5a66195b-2301-46df-a9e3-79fa5432dd7c,SITE|5a66195b-2301-46df-a9e3-79fa5432dd7c,,,2022-06-17T04:27:16.606242Z,,1,0,-26.4390917,133.281323,1,au.bom.site.066194,2023-06-22T08:46:30.066460+00:00,SITE,79,5280,Australia/Sydney
SITE|09ad1b91-c082-45b8-bf66-444316ff0312,SITE|09ad1b91-c082-45b8-bf66-444316ff0312,,,2022-06-16T06:44:40.599165Z,,1,0,,,1,,2023-07-28T07:41:06.974956+00:00,SITE,131,409950,Australia/Sydney
SITE|88ed3beb-f0f4-4114-bcb5-4e46ba56e0e1,SITE|88ed3beb-f0f4-4114-bcb5-4e46ba56e0e1,,,2022-06-20T02:54:10.660467Z,,1,0,-26.4390917,133.281323,1,au.bom.site.066212,2023-06-26T17:42:33.308902+00:00,SITE,80,46480,Australia/Sydney
SITE|1d1ae6da-68f0-4fc2-bb6d-5d6a830fd8ba,SITE|1d1ae6da-68f0-4fc2-bb6d-5d6a830fd8ba,,,2022-11-16T04:27:06.561041Z,,,0,-26.4390917,133.281323,,au.bom.site.085099,2023-06-26T17:42:01.806706+00:00,SITE,94,99900,Australia/Melbourne
SITE|dde265ac-bd47-40b1-b61b-5187c03300f2,SITE|dde265ac-bd47-40b1-b61b-5187c03300f2,,,2023-01-19T05:52:00.221151Z,,,0,-26.4390917,133.281323,,au.bom.site.070349,2023-05-03T08:45:46.436965+00:00,SITE,81,99970,Australia/Sydney
SITE|00004fa8-d025-4709-8679-adb7118510d8,SITE|00004fa8-d025-4709-8679-adb7118510d8,,FALSE,2023-06-13T05:42:24.262376Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040913,2023-07-16T07:42:37.148885+00:00,SITE,137,8200,Australia/Brisbane
SITE|6d6bf385-14e9-42f7-9051-90e0896b5542,SITE|6d6bf385-14e9-42f7-9051-90e0896b5542,,FALSE,2023-06-29T01:58:08.467251Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009021,,SITE,,32000,Australia/Perth
SITE|cb57ad30-8e42-46b4-8a94-1506e5604d8b,SITE|cb57ad30-8e42-46b4-8a94-1506e5604d8b,,FALSE,2023-06-08T04:28:45.336748Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009215,2023-07-15T16:42:41.614459+00:00,SITE,45,25000,Australia/Perth
SITE|770ade06-02ec-4234-a9a4-ea19c5b9352f,SITE|770ade06-02ec-4234-a9a4-ea19c5b9352f,,,2023-02-01T22:54:02.226150Z,,,0,-26.4390917,133.281323,,au.bom.site.086282,2023-07-09T08:44:18.287766+00:00,SITE,90,223200,Australia/Melbourne
SITE|03b9ef92-436c-43fa-800c-73831660cf54,SITE|03b9ef92-436c-43fa-800c-73831660cf54,,,2023-01-24T03:21:38.769860Z,,,0,-26.4390917,133.281323,,au.bom.site.008315,2023-05-04T07:24:59.762080+00:00,SITE,,99970,Australia/Perth
SITE|ba458b4e-b02a-4673-8059-04636f55856d,SITE|ba458b4e-b02a-4673-8059-04636f55856d,,FALSE,2023-06-13T06:02:38.361376Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.085280,2023-07-17T08:06:16.807757+00:00,SITE,,10000,Australia/Melbourne
SITE|e3f2345c-260c-4b97-ab04-616c3f18e3df,SITE|e3f2345c-260c-4b97-ab04-616c3f18e3df,,,2022-09-29T06:04:50.245075Z,,1,0,,,1,,2023-07-28T07:41:01.157299+00:00,SITE,81,299919,Australia/Sydney
SITE|5b535aab-c116-47dd-b221-5e2c774d359b,SITE|5b535aab-c116-47dd-b221-5e2c774d359b,,FALSE,2023-06-23T00:16:52.170060Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009021,2023-07-28T11:49:21.398376+00:00,SITE,,30000,Australia/Perth
SITE|7d6393ab-f94f-4a21-9ad4-7ce623d8671a,SITE|7d6393ab-f94f-4a21-9ad4-7ce623d8671a,,,2023-02-09T23:55:34.659092Z,,,0,-26.4390917,133.281323,,au.bom.site.091126,2023-05-03T08:41:23.569800+00:00,SITE,93,99900,Australia/Hobart
SITE|bfc26449-c109-442a-bce1-15189b479ca7,SITE|bfc26449-c109-442a-bce1-15189b479ca7,,FALSE,2023-06-29T01:09:10.558947Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040211,,SITE,,10000,Australia/Brisbane
SITE|c354d2c7-d1d4-4d71-9e05-163dc6dffc88,SITE|c354d2c7-d1d4-4d71-9e05-163dc6dffc88,,FALSE,2023-06-29T00:37:54.806640Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009172,,SITE,,30000,Australia/Perth
SITE|51fc5826-1f96-494a-bf4d-d6b86c8fbf16,SITE|51fc5826-1f96-494a-bf4d-d6b86c8fbf16,,,2023-02-01T06:21:54.005811Z,,,0,-26.4390917,133.281323,,au.bom.site.060141,2023-07-10T15:44:17.686710+00:00,SITE,87,194580,Australia/Sydney
SITE|d8a58994-2698-4818-ba73-1a5d7d6ed717,SITE|d8a58994-2698-4818-ba73-1a5d7d6ed717,,FALSE,2023-06-29T01:56:27.348113Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009965,,SITE,,25000,Australia/Perth
SITE|a3b07682-a046-4105-a1b8-d4ca2d297047,SITE|a3b07682-a046-4105-a1b8-d4ca2d297047,,FALSE,2023-06-29T04:10:44.125045Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009215,,SITE,,31200,Australia/Perth
SITE|cc486bfa-705d-4cdb-a22c-ed6bc4b27b12,SITE|cc486bfa-705d-4cdb-a22c-ed6bc4b27b12,,,2022-02-09T00:31:20.840057Z,,,0,-26.4390917,133.281323,,au.bom.site.061055,2022-09-23T07:39:41.714979+00:00,SITE,68,174960,Australia/Sydney
SITE|86f8d332-3e52-4407-95c6-ab9a272ca36f,SITE|86f8d332-3e52-4407-95c6-ab9a272ca36f,,FALSE,2023-06-13T01:16:30.668636Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.140007,2023-07-15T17:42:42.981967+00:00,SITE,97,20000,Australia/Brisbane
SITE|856caeb6-7b1b-4cb6-a2a9-1ef7c00708f0,SITE|856caeb6-7b1b-4cb6-a2a9-1ef7c00708f0,,FALSE,2023-06-29T02:03:48.055177Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.070349,,SITE,,6400,Australia/Sydney
SITE|d660b19b-edd1-4d70-909b-f82b0410db14,SITE|d660b19b-edd1-4d70-909b-f82b0410db14,,FALSE,2023-06-14T23:56:11.057743Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.091237,2023-07-17T15:42:52.476923+00:00,SITE,94,20000,Australia/Hobart
SITE|f057b47c-fbd9-44fd-b18a-21e7760ffa0f,SITE|f057b47c-fbd9-44fd-b18a-21e7760ffa0f,,FALSE,2023-06-29T04:00:25.227784Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.087185,,SITE,,20000,Australia/Melbourne
SITE|1e79bc4d-3c75-4719-b23e-7c78227ac514,SITE|1e79bc4d-3c75-4719-b23e-7c78227ac514,,FALSE,2023-06-13T02:08:34.256412Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.040284,2023-07-16T02:42:49.727589+00:00,SITE,139,8200,Australia/Brisbane
SITE|aac7e922-2d0a-4921-9e8f-ddaca10cec2e,SITE|aac7e922-2d0a-4921-9e8f-ddaca10cec2e,,,2022-06-15T06:08:09.232281Z,,1,0,-26.4390917,133.281323,1,au.bom.site.063291,2023-07-28T07:40:30.386460+00:00,SITE,70,35760,Australia/Sydney
SITE|4bed1ab3-2bb1-45a1-8166-d398923de63e,SITE|4bed1ab3-2bb1-45a1-8166-d398923de63e,,FALSE,2023-06-29T01:42:59.073542Z,FALSE,,0,-26.4390917,133.281323,,au.bom.site.009225,,SITE,,60000,Australia/Perth
SITE|1014810a-6dbf-4672-808a-d620ea81df0e,SITE|1014810a-6dbf-4672-808a-d620ea81df0e,,,2022-02-09T01:04:52.099195Z,,,0,-26.4390917,133.281323,,au.bom.site.061412,2023-07-28T07:41:27.593810+00:00,SITE,67,15840,Australia/Sydney
SITE|49434665-fe95-48f4-8c69-ef58ccc5c388,SITE|49434665-fe95-48f4-8c69-ef58ccc5c388,,,2021-07-09T07:49:55.966370Z,,,13572,,,,,2023-07-28T07:41:09.990017+00:00,SITE,109,15540,Australia/Sydney
SITE|5c47e2d1-6ba6-47ba-ab74-aa034a4936ac,SITE|5c47e2d1-6ba6-47ba-ab74-aa034a4936ac,,,2022-06-16T06:48:30.577574Z,TRUE,1,0,,,1,,2023-07-15T23:42:13.069577+00:00,SITE,80,99460,Australia/Sydney
SITE|02b8df66-b20f-4c79-8697-a9037d28e0c8,SITE|02b8df66-b20f-4c79-8697-a9037d28e0c8,,,2022-11-21T05:24:46.186924Z,,,0,-26.4390917,133.281323,,au.bom.site.009573,2023-05-04T07:27:23.151886+00:00,SITE,,99970,Australia/Perth
