source,target,azimuth,createdAt,latitude,longitude,loss,manufacturerApi,nodeSort,nodeType,pvSizeWatt,siteId,tilt,weatherStationId
MNTR|44782ade-9c39-4bbc-9caa-afb1005c8db6,MNTR|44782ade-9c39-4bbc-9caa-afb1005c8db6,0,2023-06-30T06:15:59.466062Z,-26.4390917,133.281323,0.15,FRONIUS,44782ade-9c39-4bbc-9caa-afb1005c8db6,MNTR,32640,SITE|c6e21205-d9f8-4958-9afc-9af17ff9c3e0,10,au.bom.site.024580
MNTR|e87b21c9-0ad9-420c-a12a-7c7bd9f1a12a,MNTR|e87b21c9-0ad9-420c-a12a-7c7bd9f1a12a,0,2023-02-23T05:19:39.521966Z,-26.4390917,133.281323,0.15,FRONIUS,e87b21c9-0ad9-420c-a12a-7c7bd9f1a12a,MNTR,18810,SITE|0ed4a841-a0b9-4790-b73e-015cca196417,10,au.bom.site.065070
MNTR|d0545153-aae9-4a89-92ec-c4e5c6fb3e6b,MNTR|d0545153-aae9-4a89-92ec-c4e5c6fb3e6b,0,2023-06-30T06:24:09.511878Z,-26.4390917,133.281323,0.15,FRONIUS,d0545153-aae9-4a89-92ec-c4e5c6fb3e6b,MNTR,15000,SITE|daabb2dc-f447-444d-afc9-e11c2762ffb9,10,au.bom.site.087184
MNTR|3b3fbd64-d337-4635-9f37-dd2f7d7a5023,MNTR|3b3fbd64-d337-4635-9f37-dd2f7d7a5023,0,2023-06-30T04:00:28.488561Z,-26.4390917,133.281323,0.15,FRONIUS,3b3fbd64-d337-4635-9f37-dd2f7d7a5023,MNTR,25000,SITE|31437c75-e114-4f6e-9e86-3f0129fb1d7b,10,au.bom.site.009225
MNTR|6758049,MNTR|6758049,0,2022-11-23T05:02:53.973749Z,-26.4390917,133.281323,0.15,SMA,6758049,MNTR,28710,SITE|838d9791-7577-4950-b7e9-31de3d05f6bd,10,au.bom.site.023083
MNTR|3516434,MNTR|3516434,0,2022-12-05T00:52:00.187781Z,-26.4390917,133.281323,0.15,SMA,3516434,MNTR,24990,SITE|f91b2c61-e8e2-4c2f-ade7-88def32979c9,10,au.bom.site.070351
MNTR|b5a758de-4502-4719-8054-d12dddeac0ec,MNTR|b5a758de-4502-4719-8054-d12dddeac0ec,0,2023-07-03T00:43:19.971541Z,-26.4390917,133.281323,0.15,FRONIUS,b5a758de-4502-4719-8054-d12dddeac0ec,MNTR,27000,SITE|c62bba2b-9ee1-4406-be74-6d24d80028cc,10,au.bom.site.009215
MNTR|2392161,MNTR|2392161,0,2022-12-01T04:08:06.941074Z,-26.4390917,133.281323,0.15,SMA,2392161,MNTR,24990,SITE|a0d0db7f-02a5-49e2-b175-efaa8da029bb,10,au.bom.site.009215
MNTR|1098974_1_8_19,MNTR|1098974_1_8_19,0,2023-03-09T00:59:48.299321Z,-26.4390917,133.281323,0.15,SUNGROW,1098974_1_8_19,MNTR,140000,SITE|5b0d7da5-0b4c-4a88-9e51-610db8cd822b,10,au.bom.site.140009
MNTR|1205793_1_3_1,MNTR|1205793_1_3_1,0,2023-06-22T00:58:16.855566Z,-26.4390917,133.281323,0.15,SUNGROW,1205793_1_3_1,MNTR,35100,SITE|c4df6294-66ed-47e1-a168-1775e44a33c1,10,au.bom.site.058012
MNTR|cf146ea2-85e5-493d-bc10-95451b81c306,MNTR|cf146ea2-85e5-493d-bc10-95451b81c306,0,2023-01-18T05:00:54.437121Z,-26.4390917,133.281323,0.15,SMA,cf146ea2-85e5-493d-bc10-95451b81c306,MNTR,10250,SITE|01ac36e1-93de-4c6c-a5d7-5c1a530985c6,10,au.bom.site.009172
MNTR|d0c4e56b-f55e-454a-9f8b-4df609131779,MNTR|d0c4e56b-f55e-454a-9f8b-4df609131779,0,2023-06-30T06:33:15.910152Z,-26.4390917,133.281323,0.15,FRONIUS,d0c4e56b-f55e-454a-9f8b-4df609131779,MNTR,15000,SITE|238effc1-d519-415d-99f6-e6c2645f02bf,10,au.bom.site.009965
MNTR|1112363_1_2_1,MNTR|1112363_1_2_1,0,2023-02-03T00:31:07.549229Z,-26.4390917,133.281323,0.15,SUNGROW,1112363_1_2_1,MNTR,82500,SITE|08b12d74-607d-41f5-89c8-d4c0b2e09993,10,au.bom.site.023122
MNTR|915c8dc7-f66c-465e-9c6f-46f420921c60,MNTR|915c8dc7-f66c-465e-9c6f-46f420921c60,0,2022-10-25T04:16:47.760575Z,-26.4390917,133.281323,0.15,SMA,915c8dc7-f66c-465e-9c6f-46f420921c60,MNTR,5450,SITE|df6e05f6-1f7b-407a-a950-f7947008fa36,10,au.bom.site.066214
MNTR|c0c66fd0-37c7-4801-9ccd-424023f0d8bb,MNTR|c0c66fd0-37c7-4801-9ccd-424023f0d8bb,0,2023-01-24T03:50:43.144269Z,-26.4390917,133.281323,0.15,SMA,c0c66fd0-37c7-4801-9ccd-424023f0d8bb,MNTR,16660,SITE|39ee6eeb-d013-4d8f-ba71-e6477de60b71,10,au.bom.site.061425
MNTR|1a1d9fc2-d1e1-4794-ba26-a1524b777d01,MNTR|1a1d9fc2-d1e1-4794-ba26-a1524b777d01,0,2022-10-25T04:32:49.363444Z,-26.4390917,133.281323,0.15,SMA,1a1d9fc2-d1e1-4794-ba26-a1524b777d01,MNTR,33300,SITE|e06bf72c-e6a1-481c-b5d4-a3de90d1c0f5,10,au.bom.site.068257
MNTR|a6e623b2-105d-47c5-a0e9-aa5e006a9faf,MNTR|a6e623b2-105d-47c5-a0e9-aa5e006a9faf,0,2023-06-01T06:19:36.273123Z,-26.4390917,133.281323,0.15,FRONIUS,a6e623b2-105d-47c5-a0e9-aa5e006a9faf,MNTR,33250,SITE|c2b6be72-3b29-4a75-a833-dd9a13cc165e,10,au.bom.site.009965
MNTR|676766f6-7202-488d-a9e3-b7ce17b980ad,MNTR|676766f6-7202-488d-a9e3-b7ce17b980ad,0,2023-01-20T05:32:24.390992Z,-26.4390917,133.281323,0.15,SMA,676766f6-7202-488d-a9e3-b7ce17b980ad,MNTR,27770,SITE|072ee58d-3434-4292-8c4d-7b6e6f4455d1,10,au.bom.site.068228
MNTR|03003a62-ddf7-4dcf-a59f-261883c13eeb,MNTR|03003a62-ddf7-4dcf-a59f-261883c13eeb,0,2023-07-03T05:02:42.632978Z,-26.4390917,133.281323,0.15,FRONIUS,03003a62-ddf7-4dcf-a59f-261883c13eeb,MNTR,25000,SITE|ebd7d6b4-ee31-4dcb-bc75-f7451f37f330,10,au.bom.site.009172
MNTR|2789bf7a-ddb7-40e4-ac0d-79f84b24a4b5,MNTR|2789bf7a-ddb7-40e4-ac0d-79f84b24a4b5,0,2023-07-03T02:45:10.447302Z,-26.4390917,133.281323,0.15,FRONIUS,2789bf7a-ddb7-40e4-ac0d-79f84b24a4b5,MNTR,15000,SITE|b6637b49-373e-4f1b-a795-7b55fa7122fa,10,au.bom.site.009225
MNTR|4007e41d-f4fa-4f33-a93a-0e5bad93dfc5,MNTR|4007e41d-f4fa-4f33-a93a-0e5bad93dfc5,0,2023-07-03T01:15:46.100769Z,-26.4390917,133.281323,0.15,FRONIUS,4007e41d-f4fa-4f33-a93a-0e5bad93dfc5,MNTR,10000,SITE|9a75d7a4-2a93-4967-8e2f-f0551cdac5fe,10,au.bom.site.009225
MNTR|7053139,MNTR|7053139,0,2022-11-23T04:38:34.848486Z,-26.4390917,133.281323,0.15,SMA,7053139,MNTR,39960,SITE|da8ef151-be83-48e8-abe2-23597daee6d6,10,au.bom.site.023034
MNTR|eb6ec025-2c7a-4dfb-81ef-3153c9518f0d,MNTR|eb6ec025-2c7a-4dfb-81ef-3153c9518f0d,0,2023-02-23T05:20:28.687599Z,-26.4390917,133.281323,0.15,FRONIUS,eb6ec025-2c7a-4dfb-81ef-3153c9518f0d,MNTR,12190,SITE|0ed4a841-a0b9-4790-b73e-015cca196417,10,au.bom.site.065070
MNTR|918954,MNTR|918954,0,2023-02-09T01:49:02.124187Z,-26.4390917,133.281323,0.15,SMA,918954,MNTR,27770,SITE|be18548d-f5b0-4965-ac27-46c693918a02,10,au.bom.site.086361
MNTR|74286aee-b557-4ce8-978c-d54bb02198aa,MNTR|74286aee-b557-4ce8-978c-d54bb02198aa,0,2023-07-03T04:32:18.180118Z,-26.4390917,133.281323,0.15,FRONIUS,74286aee-b557-4ce8-978c-d54bb02198aa,MNTR,20000,SITE|8ee3f4c9-483b-426a-bd77-2a7121b9bbcf,10,au.bom.site.009977
MNTR|1127744_1_1_1,MNTR|1127744_1_1_1,0,2023-02-03T02:04:28.509838Z,-26.4390917,133.281323,0.15,SUNGROW,1127744_1_1_1,MNTR,128700,SITE|ce6dda7e-d1a0-4766-9312-9736466ea832,10,au.bom.site.084144
MNTR|5306015,MNTR|5306015,0,2023-02-09T05:27:40.057556Z,-26.4390917,133.281323,0.15,SMA,5306015,MNTR,16660,SITE|8bbe50e2-655a-4786-ae2b-2229c8bb2905,10,au.bom.site.009172
MNTR|5332899,MNTR|5332899,0,2022-12-07T06:27:57.583401Z,-26.4390917,133.281323,0.15,SMA,5332899,MNTR,27710,SITE|04558fc2-816f-4af1-bca7-cddd3348e716,10,au.bom.site.040764
MNTR|8576eae1-fe94-4ece-8501-b32af3641806,MNTR|8576eae1-fe94-4ece-8501-b32af3641806,0,2023-06-30T02:17:59.655522Z,-26.4390917,133.281323,0.15,FRONIUS,8576eae1-fe94-4ece-8501-b32af3641806,MNTR,20000,SITE|09e3ce7f-447a-4aec-9b33-c743a491f281,10,au.bom.site.040004
MNTR|e4e363c5-bbfb-4a6e-bb84-dbc83b432485,MNTR|e4e363c5-bbfb-4a6e-bb84-dbc83b432485,0,2023-06-30T04:13:37.990148Z,-26.4390917,133.281323,0.15,FRONIUS,e4e363c5-bbfb-4a6e-bb84-dbc83b432485,MNTR,10000,SITE|a63eac14-c843-4dad-9228-9b66e4d93df3,10,au.bom.site.009999
MNTR|BOPQ-75B2-AIOH-HTPZ,MNTR|BOPQ-75B2-AIOH-HTPZ,0,2022-08-26T01:13:42.603424Z,-26.4390917,133.281323,0.15,WATTWATCHERS,BOPQ-75B2-AIOH-HTPZ,MNTR,20090,SITE|f17b5190-5afe-45d5-9360-d4aa5b688a51,10,au.bom.site.066194
MNTR|7197541,MNTR|7197541,0,2023-02-09T01:56:55.835037Z,-26.4390917,133.281323,0.15,SMA,7197541,MNTR,123360,SITE|32bcdffd-3198-4004-91b6-c82899f2ef73,10,au.bom.site.032040
MNTR|4739605,MNTR|4739605,0,2022-11-23T03:49:17.470013Z,-26.4390917,133.281323,0.15,SMA,4739605,MNTR,24360,SITE|da32faae-427f-42da-a660-88bed510f3f3,10,au.bom.site.069148
MNTR|a29e4bbd-2a8c-4c98-97bb-2dfaac3f18a5,MNTR|a29e4bbd-2a8c-4c98-97bb-2dfaac3f18a5,0,2023-01-19T04:52:14.743114Z,-26.4390917,133.281323,0.15,SMA,a29e4bbd-2a8c-4c98-97bb-2dfaac3f18a5,MNTR,72570,SITE|6591670f-d731-4212-bf19-2675612ec69e,10,au.bom.site.062101
MNTR|0a2cba22-5a73-4bd0-bd55-ad3b0158593f,MNTR|0a2cba22-5a73-4bd0-bd55-ad3b0158593f,0,2023-06-30T06:03:33.869263Z,-26.4390917,133.281323,0.15,FRONIUS,0a2cba22-5a73-4bd0-bd55-ad3b0158593f,MNTR,15000,SITE|00eb8d8a-6b92-46df-8b34-8ce03c6d0a01,10,au.bom.site.040842
MNTR|76f1c9f8-3378-43fe-8f0c-01a4567ce954,MNTR|76f1c9f8-3378-43fe-8f0c-01a4567ce954,0,2023-03-29T00:07:18.890061Z,-26.4390917,133.281323,0.15,SMA,76f1c9f8-3378-43fe-8f0c-01a4567ce954,MNTR,2040,SITE|90237a92-2006-4645-a1dc-fb5519d0c279,10,au.bom.site.066137
MNTR|84080626-065f-4cd8-b220-7f5b60ba8752,MNTR|84080626-065f-4cd8-b220-7f5b60ba8752,0,2023-07-03T01:53:39.688891Z,-26.4390917,133.281323,0.15,FRONIUS,84080626-065f-4cd8-b220-7f5b60ba8752,MNTR,15000,SITE|3484e335-b659-4e7e-85ee-bc4c9dca5778,10,au.bom.site.081125
MNTR|7f433c1a-87a5-499c-bc58-7d7b216d9d78,MNTR|7f433c1a-87a5-499c-bc58-7d7b216d9d78,0,2023-02-09T23:32:53.212872Z,-26.4390917,133.281323,0.15,SMA,7f433c1a-87a5-499c-bc58-7d7b216d9d78,MNTR,47150,SITE|6694d182-a057-45a9-9493-a8e85a4d6667,10,au.bom.site.067119
MNTR|706267,MNTR|706267,0,2023-02-09T02:04:40.902043Z,-26.4390917,133.281323,0.15,SMA,706267,MNTR,27770,SITE|a5b090f5-01ab-420d-8d36-4b38b7884f74,10,au.bom.site.086104
MNTR|7E0AB600-3E,MNTR|7E0AB600-3E,0,2023-07-21T04:58:53.933916Z,-26.4390917,133.281323,0.15,SOLAREDGEV1,7E0AB600-3E,MNTR,119970,SITE|3c6b6921-8d26-484c-ba43-5b5c8c1d9299,10,au.bom.site.061055
MNTR|1509099,MNTR|1509099,0,2022-12-05T06:19:54.951320Z,-26.4390917,133.281323,0.15,SMA,1509099,MNTR,27770,SITE|5ef62a8a-f9fa-4f98-9a57-c0e4481c5685,10,au.bom.site.070217
MNTR|5332897,MNTR|5332897,0,2022-12-07T06:27:14.471150Z,-26.4390917,133.281323,0.15,SMA,5332897,MNTR,27710,SITE|04558fc2-816f-4af1-bca7-cddd3348e716,10,au.bom.site.040764
MNTR|f906203d-a826-4ac4-a820-630d75a2c7c2,MNTR|f906203d-a826-4ac4-a820-630d75a2c7c2,0,2023-07-03T02:06:43.549216Z,-26.4390917,133.281323,0.15,FRONIUS,f906203d-a826-4ac4-a820-630d75a2c7c2,MNTR,15000,SITE|1cd240fc-90a8-4a49-a912-2cfca6a79039,10,au.bom.site.009021
MNTR|4968223,MNTR|4968223,0,2022-12-05T06:28:24.349882Z,-26.4390917,133.281323,0.15,SMA,4968223,MNTR,27710,SITE|ccc4516f-3ec4-43f2-a3c2-5c2dfcff4d1f,10,au.bom.site.059007
MNTR|0ea16807-180b-4dd8-a3c1-ea26361d3842,MNTR|0ea16807-180b-4dd8-a3c1-ea26361d3842,0,2023-01-24T00:10:10.658592Z,-26.4390917,133.281323,0.15,SMA,0ea16807-180b-4dd8-a3c1-ea26361d3842,MNTR,27770,SITE|dde265ac-bd47-40b1-b61b-5187c03300f2,10,au.bom.site.070349
MNTR|7d9bcae6-ac9f-476e-b866-9e7cbc9d58cc,MNTR|7d9bcae6-ac9f-476e-b866-9e7cbc9d58cc,0,2023-07-03T04:19:55.279237Z,-26.4390917,133.281323,0.15,FRONIUS,7d9bcae6-ac9f-476e-b866-9e7cbc9d58cc,MNTR,15000,SITE|a47f85d1-e50e-48c0-acd0-71e6e3cb1e92,10,au.bom.site.040913
MNTR|6915086,MNTR|6915086,0,2022-12-06T05:53:14.144624Z,-26.4390917,133.281323,0.15,SMA,6915086,MNTR,16660,SITE|732afd14-cd99-4351-9bfc-1833f82736c2,10,au.bom.site.061078
MNTR|d3d2f29a-0861-47f9-837d-f0b6dda4e41a,MNTR|d3d2f29a-0861-47f9-837d-f0b6dda4e41a,0,2023-06-30T06:23:43.777110Z,-26.4390917,133.281323,0.15,FRONIUS,d3d2f29a-0861-47f9-837d-f0b6dda4e41a,MNTR,15000,SITE|6ac00f6a-4e2d-4905-a352-ccd61dc77762,10,au.bom.site.069139
MNTR|18fa6b52-3a60-4237-8a57-92df002e6a75,MNTR|18fa6b52-3a60-4237-8a57-92df002e6a75,0,2023-01-24T05:07:55.899152Z,-26.4390917,133.281323,0.15,SMA,18fa6b52-3a60-4237-8a57-92df002e6a75,MNTR,92800,SITE|daff328c-968c-4d89-bfe6-6375ac9834e2,10,au.bom.site.041529
MNTR|b8c4b0dc-6f7c-4fcc-8d4b-a7f50042847b,MNTR|b8c4b0dc-6f7c-4fcc-8d4b-a7f50042847b,0,2023-07-03T04:05:40.262652Z,-26.4390917,133.281323,0.15,FRONIUS,b8c4b0dc-6f7c-4fcc-8d4b-a7f50042847b,MNTR,19580,SITE|8427b3e7-b6a6-4c2d-8fa5-9b327dcbb550,10,au.bom.site.009225
MNTR|706269,MNTR|706269,0,2023-02-09T02:05:34.947967Z,-26.4390917,133.281323,0.15,SMA,706269,MNTR,27770,SITE|a5b090f5-01ab-420d-8d36-4b38b7884f74,10,au.bom.site.086104
MNTR|b00c2c30-7fa0-47d8-97b8-aa5e006a9fab,MNTR|b00c2c30-7fa0-47d8-97b8-aa5e006a9fab,0,2023-06-01T06:18:53.157753Z,-26.4390917,133.281323,0.15,FRONIUS,b00c2c30-7fa0-47d8-97b8-aa5e006a9fab,MNTR,33250,SITE|c2b6be72-3b29-4a75-a833-dd9a13cc165e,10,au.bom.site.009965
MNTR|7E0E688C-80,MNTR|7E0E688C-80,0,2023-07-21T04:37:46.133092Z,-26.4390917,133.281323,0.15,SOLAREDGEV1,7E0E688C-80,MNTR,37720,SITE|02ed3900-5c12-4b67-8e86-32f78c60abc3,10,au.bom.site.061425
MNTR|6204060,MNTR|6204060,0,2023-02-09T05:57:52.794720Z,-26.4390917,133.281323,0.15,SMA,6204060,MNTR,16650,SITE|1fa1eaa7-4d5e-43d8-b8b1-33348b01bc4b,10,au.bom.site.009225
MNTR|1139074_1_3_1,MNTR|1139074_1_3_1,0,2023-02-03T05:17:40.548959Z,-26.4390917,133.281323,0.15,SUNGROW,1139074_1_3_1,MNTR,49910,SITE|e2651795-d225-440d-99cd-bf1fd75734bc,10,au.bom.site.088167
MNTR|6306532,MNTR|6306532,0,2023-02-09T05:14:17.139527Z,-26.4390917,133.281323,0.15,SMA,6306532,MNTR,27750,SITE|137feb5d-5a3c-4456-a189-9ab66fb169f8,10,au.bom.site.009172
MNTR|1112363_1_5_1,MNTR|1112363_1_5_1,0,2023-02-03T00:32:52.497696Z,-26.4390917,133.281323,0.15,SUNGROW,1112363_1_5_1,MNTR,82500,SITE|08b12d74-607d-41f5-89c8-d4c0b2e09993,10,au.bom.site.023122
MNTR|1213725_1_2_1,MNTR|1213725_1_2_1,0,2023-07-10T23:23:30.296647Z,-26.4390917,133.281323,0.15,SUNGROW,1213725_1_2_1,MNTR,110000,SITE|e7eb7b91-aa05-4992-a704-9b3c66a94870,10,au.bom.site.086338
MNTR|e00fcf7c-2511-4820-a34d-56855c00d34c,MNTR|e00fcf7c-2511-4820-a34d-56855c00d34c,0,2023-03-28T23:53:27.161131Z,-26.4390917,133.281323,0.15,SMA,e00fcf7c-2511-4820-a34d-56855c00d34c,MNTR,5560,SITE|64e8b32b-0a35-4267-846e-0d3dedde553f,10,au.bom.site.066137
MNTR|3187222,MNTR|3187222,0,2022-12-08T06:40:23.170719Z,-26.4390917,133.281323,0.15,SMA,3187222,MNTR,27770,SITE|954eb79e-201d-4f74-82fd-9f8685bba094,10,au.bom.site.086068
MNTR|ca060c44-a668-49b4-b2c3-e8a3da473796,MNTR|ca060c44-a668-49b4-b2c3-e8a3da473796,0,2023-07-03T01:37:27.834300Z,-26.4390917,133.281323,0.15,FRONIUS,ca060c44-a668-49b4-b2c3-e8a3da473796,MNTR,15000,SITE|4d6e6c92-abf7-4533-b781-4f09a430d747,10,au.bom.site.009965
MNTR|77e9d04a-688c-44b5-9592-d574f7bd0a1e,MNTR|77e9d04a-688c-44b5-9592-d574f7bd0a1e,0,2023-07-03T01:27:21.957360Z,-26.4390917,133.281323,0.15,FRONIUS,77e9d04a-688c-44b5-9592-d574f7bd0a1e,MNTR,15000,SITE|7b55f87f-6b1c-49e3-960a-e037f1af4d6b,10,au.bom.site.009965
MNTR|c9245853-1bc5-4c7c-b06d-08698888165d,MNTR|c9245853-1bc5-4c7c-b06d-08698888165d,0,2023-07-03T05:31:22.164340Z,-26.4390917,133.281323,0.15,FRONIUS,c9245853-1bc5-4c7c-b06d-08698888165d,MNTR,5000,SITE|7fa3895e-e815-4114-8e24-769fad223dc6,10,au.bom.site.009021
MNTR|1168219_1_1_1,MNTR|1168219_1_1_1,0,2023-02-02T22:09:09.909225Z,-26.4390917,133.281323,0.15,SUNGROW,1168219_1_1_1,MNTR,82800,SITE|39e5300a-0965-475f-93d2-1682cee35708,10,au.bom.site.086077
MNTR|f1c33770-3ab6-4beb-9b6d-fb32dd408b15,MNTR|f1c33770-3ab6-4beb-9b6d-fb32dd408b15,0,2022-12-02T06:36:11.614238Z,-26.4390917,133.281323,0.15,SMA,f1c33770-3ab6-4beb-9b6d-fb32dd408b15,MNTR,95760,SITE|33814e7b-1cab-41d5-9ecc-80d8b13e53c0,10,au.bom.site.023013
MNTR|2097654,MNTR|2097654,0,2023-02-09T06:03:03.023982Z,-26.4390917,133.281323,0.15,SMA,2097654,MNTR,27770,SITE|036f7ebd-719d-470c-b383-16eaf0b321ba,10,au.bom.site.009172
MNTR|31257148-b7eb-4cd6-bcdc-479fb9e15bc2,MNTR|31257148-b7eb-4cd6-bcdc-479fb9e15bc2,0,2023-07-03T00:47:04.210525Z,-26.4390917,133.281323,0.15,FRONIUS,31257148-b7eb-4cd6-bcdc-479fb9e15bc2,MNTR,27000,SITE|c62bba2b-9ee1-4406-be74-6d24d80028cc,10,au.bom.site.009215
MNTR|5795710,MNTR|5795710,0,2022-12-06T03:43:22.787458Z,-26.4390917,133.281323,0.15,SMA,5795710,MNTR,27770,SITE|c5c1bc51-da39-40bd-9e72-7e26bcfd0f29,10,au.bom.site.073151
MNTR|1206026_1_3_1,MNTR|1206026_1_3_1,0,2023-06-22T02:29:34.569611Z,-26.4390917,133.281323,0.15,SUNGROW,1206026_1_3_1,MNTR,110000,SITE|0edcb002-0a8e-40df-bfc1-2ae6d251f48b,10,au.bom.site.059151
MNTR|41b5ba34-1680-40ad-899a-afb1005c8d8c,MNTR|41b5ba34-1680-40ad-899a-afb1005c8d8c,0,2023-06-30T06:15:20.784827Z,-26.4390917,133.281323,0.15,FRONIUS,41b5ba34-1680-40ad-899a-afb1005c8d8c,MNTR,32640,SITE|c6e21205-d9f8-4958-9afc-9af17ff9c3e0,10,au.bom.site.024580
MNTR|c77c8d2d-a961-4587-b26b-df05e37b82b2,MNTR|c77c8d2d-a961-4587-b26b-df05e37b82b2,0,2023-02-09T05:48:38.639752Z,-26.4390917,133.281323,0.15,SMA,c77c8d2d-a961-4587-b26b-df05e37b82b2,MNTR,27770,SITE|03b9ef92-436c-43fa-800c-73831660cf54,10,au.bom.site.008315
MNTR|3430d8e7-22c4-4e3e-90e7-ceaf6164b517,MNTR|3430d8e7-22c4-4e3e-90e7-ceaf6164b517,0,2023-03-17T04:58:29.969033Z,-26.4390917,133.281323,0.15,FRONIUS,3430d8e7-22c4-4e3e-90e7-ceaf6164b517,MNTR,5000,SITE|13bad291-8e21-4e10-9eb7-6996f8a5a1ad,10,au.bom.site.068257
MNTR|EY23-83LN-QK8Y-G8AE,MNTR|EY23-83LN-QK8Y-G8AE,0,2022-08-26T00:55:07.951813Z,-26.4390917,133.281323,0.15,WATTWATCHERS,EY23-83LN-QK8Y-G8AE,MNTR,6000,SITE|5125d005-e4bd-4a69-9e20-558bd67ade6a,10,au.bom.site.066194
MNTR|8734159,MNTR|8734159,0,2022-11-30T04:12:03.707282Z,-26.4390917,133.281323,0.15,SMA,8734159,MNTR,31030,SITE|86c35934-b50e-48d3-ac56-2152e863e100,10,au.bom.site.086338
MNTR|4e4995c9-16a4-40eb-b94c-ca937ecbb63f,MNTR|4e4995c9-16a4-40eb-b94c-ca937ecbb63f,0,2023-02-08T00:08:14.167346Z,-26.4390917,133.281323,0.15,SMA,4e4995c9-16a4-40eb-b94c-ca937ecbb63f,MNTR,27770,SITE|0bbd01bc-afb6-4464-a248-fd7cb49d9d0d,10,au.bom.site.023894
MNTR|1046505_1_1_1,MNTR|1046505_1_1_1,0,2023-03-29T00:45:08.729924Z,-26.4390917,133.281323,0.15,SUNGROW,1046505_1_1_1,MNTR,30000,SITE|8aa37e23-8df6-480a-8e14-1bde779f201b,10,au.bom.site.066137
MNTR|e7067180-db86-41b4-a5d0-243e89afd947,MNTR|e7067180-db86-41b4-a5d0-243e89afd947,0,2023-02-06T05:47:26.038034Z,-26.4390917,133.281323,0.15,SMA,e7067180-db86-41b4-a5d0-243e89afd947,MNTR,27770,SITE|e0202f11-7b60-411d-9cd2-3ae66766b21b,10,au.bom.site.024580
MNTR|12ff7bac-0cb1-46fa-8a92-eb2105012e17,MNTR|12ff7bac-0cb1-46fa-8a92-eb2105012e17,0,2023-01-24T04:52:51.842583Z,-26.4390917,133.281323,0.15,SMA,12ff7bac-0cb1-46fa-8a92-eb2105012e17,MNTR,67100,SITE|e3b2770d-158e-459c-a9fa-7b28a0739821,10,au.bom.site.067119
MNTR|6039729,MNTR|6039729,0,2023-02-09T23:20:07.132168Z,-26.4390917,133.281323,0.15,SMA,6039729,MNTR,16650,SITE|8fbb7658-68cc-427a-a6d8-fb55b689ef7f,10,au.bom.site.040082
MNTR|cde2b569-37eb-4631-9c7e-08edef643eb1,MNTR|cde2b569-37eb-4631-9c7e-08edef643eb1,0,2023-02-09T02:08:46.543944Z,-26.4390917,133.281323,0.15,SMA,cde2b569-37eb-4631-9c7e-08edef643eb1,MNTR,61220,SITE|dd6b30c8-2184-4e12-b116-9f794b0090cc,10,au.bom.site.086077
MNTR|ce790d08-26b7-4453-ab87-45a383e24431,MNTR|ce790d08-26b7-4453-ab87-45a383e24431,0,2023-06-30T04:40:48.396868Z,-26.4390917,133.281323,0.15,FRONIUS,ce790d08-26b7-4453-ab87-45a383e24431,MNTR,8200,SITE|48130791-ffa8-468e-ae45-38cbea9460c3,10,au.bom.site.040958
MNTR|548706aa-b3cd-423e-9c7f-ae3e004bafec,MNTR|548706aa-b3cd-423e-9c7f-ae3e004bafec,0,2023-06-30T05:07:20.597336Z,-26.4390917,133.281323,0.15,FRONIUS,548706aa-b3cd-423e-9c7f-ae3e004bafec,MNTR,10000,SITE|ef62f031-d8cf-4fe1-934f-84059ee8051f,10,au.bom.site.040861
MNTR|b827ebfdda08,MNTR|b827ebfdda08,0,2022-02-09T00:29:02.767823Z,-26.4390917,133.281323,0.15,SWITCHDINV1,b827ebfdda08,MNTR,20520,SITE|05698349-8260-4771-8783-612c13c54835,10,au.bom.site.061055
MNTR|58763d2e-29de-41aa-a24b-aff354c3116e,MNTR|58763d2e-29de-41aa-a24b-aff354c3116e,0,2023-07-03T01:04:03.464623Z,-26.4390917,133.281323,0.15,FRONIUS,58763d2e-29de-41aa-a24b-aff354c3116e,MNTR,5000,SITE|44bc6f52-9b18-46ba-96a4-3b7d0ca68b38,10,au.bom.site.009225
MNTR|f04da584-02fe-4ac2-abf4-f220ab87203d,MNTR|f04da584-02fe-4ac2-abf4-f220ab87203d,0,2023-06-30T06:34:03.156384Z,-26.4390917,133.281323,0.15,FRONIUS,f04da584-02fe-4ac2-abf4-f220ab87203d,MNTR,25000,SITE|524fef5c-70cc-48b9-81de-87190714af1b,10,au.bom.site.009021
MNTR|8616bfed-30bf-4055-8c9f-15334fe1cd3a,MNTR|8616bfed-30bf-4055-8c9f-15334fe1cd3a,0,2023-01-19T04:55:48.288253Z,-26.4390917,133.281323,0.15,SMA,8616bfed-30bf-4055-8c9f-15334fe1cd3a,MNTR,27770,SITE|a4f2c25a-cb5b-481a-8cfe-aa1d82fa5be2,10,au.bom.site.061366
MNTR|5795712,MNTR|5795712,0,2022-12-06T03:44:17.432782Z,-26.4390917,133.281323,0.15,SMA,5795712,MNTR,27770,SITE|c5c1bc51-da39-40bd-9e72-7e26bcfd0f29,10,au.bom.site.073151
MNTR|7E141518-BF,MNTR|7E141518-BF,0,2023-07-21T05:49:38.136319Z,-26.4390917,133.281323,0.15,SOLAREDGEV1,7E141518-BF,MNTR,27777,SITE|05d1c1ae-8803-4501-b87c-d87de9fc9aa6,10,au.bom.site.060168
