source,target,azimuth,createdAt,latitude,longitude,loss,manufacturerApi,nodeSort,nodeType,pvSizeWatt,siteId,tilt,weatherStationId
MNTR|6229307,MNTR|6229307,0,2022-12-05T06:23:28.619590Z,-26.4390917,133.281323,0.15,SMA,6229307,MNTR,114880,SITE|2aeab501-4d31-495a-9fd5-1f9db7650f4c,10,au.bom.site.075041
MNTR|4ab66d04-5110-4455-93c7-ab5d01848793,MNTR|4ab66d04-5110-4455-93c7-ab5d01848793,0,2023-07-03T01:09:15.014398Z,-26.4390917,133.281323,0.15,FRONIUS,4ab66d04-5110-4455-93c7-ab5d01848793,MNTR,30300,SITE|533699f2-f64a-4599-9c27-7f35d3bdf4d5,10,au.bom.site.014015
MNTR|d166a82b-376c-4c54-afaf-e25f231c7d6b,MNTR|d166a82b-376c-4c54-afaf-e25f231c7d6b,0,2023-07-03T02:39:09.375135Z,-26.4390917,133.281323,0.15,FRONIUS,d166a82b-376c-4c54-afaf-e25f231c7d6b,MNTR,17500,SITE|6f655156-ce46-454f-9aa6-e5daf78147f2,10,au.bom.site.009225
MNTR|575667e5-da81-4e90-af4c-f3e2bcd5b63d,MNTR|575667e5-da81-4e90-af4c-f3e2bcd5b63d,0,2023-07-03T04:11:27.278835Z,-26.4390917,133.281323,0.15,FRONIUS,575667e5-da81-4e90-af4c-f3e2bcd5b63d,MNTR,20000,SITE|c354d2c7-d1d4-4d71-9e05-163dc6dffc88,10,au.bom.site.009172
MNTR|7048503,MNTR|7048503,0,2022-11-18T04:37:23.636784Z,-26.4390917,133.281323,0.15,SMA,7048503,MNTR,99900,SITE|7518fd86-2ed9-4448-ab21-4a59e04158e5,10,au.bom.site.073138
MNTR|6004044,MNTR|6004044,0,2023-02-09T05:17:46.335374Z,-26.4390917,133.281323,0.15,SMA,6004044,MNTR,16630,SITE|1e189edd-04a5-4d1c-aaa3-f4bbae91ee36,10,au.bom.site.009204
MNTR|6039726,MNTR|6039726,0,2023-02-09T23:20:30.172465Z,-26.4390917,133.281323,0.15,SMA,6039726,MNTR,27750,SITE|8fbb7658-68cc-427a-a6d8-fb55b689ef7f,10,au.bom.site.040082
MNTR|6589c7b7-b4c8-4a71-89ac-2bd45f9f90db,MNTR|6589c7b7-b4c8-4a71-89ac-2bd45f9f90db,0,2023-07-03T05:28:59.464020Z,-26.4390917,133.281323,0.15,FRONIUS,6589c7b7-b4c8-4a71-89ac-2bd45f9f90db,MNTR,10000,SITE|a794b1e9-fbbd-4954-8f9c-447b7aaa7917,10,au.bom.site.040211
MNTR|5242934,MNTR|5242934,0,2022-12-05T06:13:37.465343Z,-26.4390917,133.281323,0.15,SMA,5242934,MNTR,27770,SITE|92993a54-0221-4a43-9553-45b73725f419,10,au.bom.site.063303
MNTR|6dd7cb1c-0b79-4201-bd8d-8ea98f0db69b,MNTR|6dd7cb1c-0b79-4201-bd8d-8ea98f0db69b,0,2023-07-03T01:30:47.819915Z,-26.4390917,133.281323,0.15,FRONIUS,6dd7cb1c-0b79-4201-bd8d-8ea98f0db69b,MNTR,8200,SITE|dd397531-691c-419c-a6f2-1b3f9da3c0d4,10,au.bom.site.009225
MNTR|7E150CA2-41,MNTR|7E150CA2-41,0,2023-07-21T06:24:44.551534Z,-26.4390917,133.281323,0.15,SOLAREDGEV1,7E150CA2-41,MNTR,103474,SITE|e7e75a8e-f669-4f81-9903-fb43205fcc69,10,au.bom.site.066194
MNTR|bdc9eb82-24aa-4368-98a0-aa16007a9eb5,MNTR|bdc9eb82-24aa-4368-98a0-aa16007a9eb5,0,2023-07-03T01:40:32.272959Z,-26.4390917,133.281323,0.15,FRONIUS,bdc9eb82-24aa-4368-98a0-aa16007a9eb5,MNTR,15000,SITE|b1da875f-acde-4a69-84ce-3423f955ddde,10,au.bom.site.009178
MNTR|52901af3-6a7b-41dd-ac26-12fb77d28e50,MNTR|52901af3-6a7b-41dd-ac26-12fb77d28e50,0,2023-02-06T05:16:35.076059Z,-26.4390917,133.281323,0.15,SMA,52901af3-6a7b-41dd-ac26-12fb77d28e50,MNTR,75670,SITE|e6df4891-c12c-420c-832e-48a7469da7a2,10,au.bom.site.039083
MNTR|1185863_1_6_1,MNTR|1185863_1_6_1,0,2023-06-22T03:23:34.544878Z,-26.4390917,133.281323,0.15,SUNGROW,1185863_1_6_1,MNTR,43570,SITE|83ef399d-93b2-455c-aca4-df10fb546a09,10,au.bom.site.082138
MNTR|1138093_1_4_1,MNTR|1138093_1_4_1,0,2023-02-02T23:42:28.323574Z,-26.4390917,133.281323,0.15,SUNGROW,1138093_1_4_1,MNTR,82500,SITE|ce717082-cf6e-43f7-bd9e-1448ddb8d752,10,au.bom.site.068228
MNTR|48450f04-a9c2-41a6-b2ea-ac4e003e376a,MNTR|48450f04-a9c2-41a6-b2ea-ac4e003e376a,0,2023-06-30T05:30:47.698896Z,-26.4390917,133.281323,0.15,FRONIUS,48450f04-a9c2-41a6-b2ea-ac4e003e376a,MNTR,17500,SITE|bf36887e-e915-4055-b8c8-3226559c8c63,10,au.bom.site.023013
MNTR|e820f4fc-d506-49c7-9358-b0f15573fd86,MNTR|e820f4fc-d506-49c7-9358-b0f15573fd86,0,2023-06-30T05:50:09.255024Z,-26.4390917,133.281323,0.15,FRONIUS,e820f4fc-d506-49c7-9358-b0f15573fd86,MNTR,12500,SITE|7c69413f-1ede-4e00-93ce-4a632868ddde,10,au.bom.site.031011
MNTR|7f5b3c01-2bb1-4346-848b-292e30122d3f,MNTR|7f5b3c01-2bb1-4346-848b-292e30122d3f,0,2023-01-18T04:58:35.140064Z,-26.4390917,133.281323,0.15,SMA,7f5b3c01-2bb1-4346-848b-292e30122d3f,MNTR,20550,SITE|5e8d80a6-5ca7-4d2a-99ba-dcf07994efe0,10,au.bom.site.024584
MNTR|b4b97024-f70b-46c7-8820-6c303ad358b5,MNTR|b4b97024-f70b-46c7-8820-6c303ad358b5,0,2023-07-03T04:03:43.584062Z,-26.4390917,133.281323,0.15,FRONIUS,b4b97024-f70b-46c7-8820-6c303ad358b5,MNTR,15000,SITE|ffa89ad7-4dcd-4e2b-a69e-a8d9881d014a,10,au.bom.site.009281
MNTR|33493379,MNTR|33493379,0,2022-12-20T05:23:34.727885Z,-26.4390917,133.281323,0.15,FIMER,33493379,MNTR,39840,SITE|355cad89-3fe1-47ed-b1bd-202e6b1c11fe,10,au.bom.site.066214
MNTR|3a79a0fd-584a-4cea-abc3-1b8289aecfae,MNTR|3a79a0fd-584a-4cea-abc3-1b8289aecfae,0,2023-07-03T01:03:39.868239Z,-26.4390917,133.281323,0.15,FRONIUS,3a79a0fd-584a-4cea-abc3-1b8289aecfae,MNTR,5000,SITE|08295e55-b2d0-4575-9590-211bd87b4b7f,10,au.bom.site.009172
MNTR|4c3eb121-af4a-494b-83f2-0bbbfbcf0ec0,MNTR|4c3eb121-af4a-494b-83f2-0bbbfbcf0ec0,0,2023-01-20T05:10:19.141257Z,-26.4390917,133.281323,0.15,SMA,4c3eb121-af4a-494b-83f2-0bbbfbcf0ec0,MNTR,74960,SITE|5b31fce7-0359-4f77-9eb5-99bdfaef8cf8,10,au.bom.site.065068
MNTR|9947273,MNTR|9947273,0,2023-03-12T23:40:59.022408Z,-26.4390917,133.281323,0.15,SMA,9947273,MNTR,134200,SITE|f7a4652e-6a50-48ed-8746-cc4b78c37f35,10,au.bom.site.060168
MNTR|6533107,MNTR|6533107,0,2022-12-06T05:55:57.789620Z,-26.4390917,133.281323,0.15,SMA,6533107,MNTR,126300,SITE|2b5b974b-2b4b-437a-9650-b543a1bf908a,10,au.bom.site.066161
MNTR|22135464,MNTR|22135464,0,2022-12-09T06:23:44.467174Z,-26.4390917,133.281323,0.15,FIMER,22135464,MNTR,54720,SITE|38fd6ac7-3984-41bb-933e-43a742ec7525,10,au.bom.site.070330
MNTR|0001c027d731,MNTR|0001c027d731,0,2021-10-12T12:06:12.170801Z,-26.4390917,133.281323,0.2,SWITCHDINV1,0001c027d731,MNTR,91260,SITE|217fa925-44c7-4d96-aef2-18b2cf91f7c1,10,au.bom.site.061055
MNTR|43157346-0b2d-428a-a2d7-ad3b01585936,MNTR|43157346-0b2d-428a-a2d7-ad3b01585936,0,2023-06-30T06:02:50.388271Z,-26.4390917,133.281323,0.15,FRONIUS,43157346-0b2d-428a-a2d7-ad3b01585936,MNTR,15000,SITE|00eb8d8a-6b92-46df-8b34-8ce03c6d0a01,10,au.bom.site.040842
MNTR|1098974_1_2_1,MNTR|1098974_1_2_1,0,2023-07-10T00:44:02.673520Z,-26.4390917,133.281323,0.15,SUNGROW,1098974_1_2_1,MNTR,80,SITE|5b0d7da5-0b4c-4a88-9e51-610db8cd822b,10,au.bom.site.140009
MNTR|2672458,MNTR|2672458,0,2022-12-08T06:11:18.993616Z,-26.4390917,133.281323,0.15,SMA,2672458,MNTR,27770,SITE|ca3593ca-6155-41b9-9036-a43da57be190,10,au.bom.site.086038
MNTR|1185863_1_1_1,MNTR|1185863_1_1_1,0,2023-06-22T03:27:20.402382Z,-26.4390917,133.281323,0.15,SUNGROW,1185863_1_1_1,MNTR,43570,SITE|83ef399d-93b2-455c-aca4-df10fb546a09,10,au.bom.site.082138
MNTR|1230327_1_1_1,MNTR|1230327_1_1_1,0,2023-06-22T02:19:52.337747Z,-26.4390917,133.281323,0.15,SUNGROW,1230327_1_1_1,MNTR,32200,SITE|52f7e555-8834-46d9-8601-41022d2513bd,10,au.bom.site.023000
MNTR|1196154_1_4_1,MNTR|1196154_1_4_1,0,2023-02-02T23:02:00.768834Z,-26.4390917,133.281323,0.15,SUNGROW,1196154_1_4_1,MNTR,69660,SITE|7de47f9f-4846-4fea-bcab-1d5e410aea73,10,au.bom.site.066214
MNTR|6389669,MNTR|6389669,0,2022-12-06T05:59:21.195225Z,-26.4390917,133.281323,0.15,SMA,6389669,MNTR,119700,SITE|c4bc816c-1862-4722-be26-852ad06e723d,10,au.bom.site.067113
MNTR|7E0AAEF7-2D,MNTR|7E0AAEF7-2D,0,2023-07-21T05:06:47.598115Z,-26.4390917,133.281323,0.15,SOLAREDGEV1,7E0AAEF7-2D,MNTR,119970,SITE|3c6b6921-8d26-484c-ba43-5b5c8c1d9299,10,au.bom.site.061055
MNTR|05e7f24a-00cb-4106-af51-591f5263e48d,MNTR|05e7f24a-00cb-4106-af51-591f5263e48d,0,2023-01-24T03:48:26.722989Z,-26.4390917,133.281323,0.15,SMA,05e7f24a-00cb-4106-af51-591f5263e48d,MNTR,50000,SITE|99320559-0019-410f-b113-9d688cdfe926,10,au.bom.site.065070
MNTR|48f50cc2-5960-458e-bf95-4f921a3a3452,MNTR|48f50cc2-5960-458e-bf95-4f921a3a3452,0,2023-01-24T00:01:28.396219Z,-26.4390917,133.281323,0.15,SMA,48f50cc2-5960-458e-bf95-4f921a3a3452,MNTR,75000,SITE|42f13211-8d73-4693-aa34-464657ebabcc,10,au.bom.site.066212
MNTR|69068a12-2b46-4b00-bbde-ab6e0036c4de,MNTR|69068a12-2b46-4b00-bbde-ab6e0036c4de,0,2023-07-03T00:15:01.133244Z,-26.4390917,133.281323,0.15,FRONIUS,69068a12-2b46-4b00-bbde-ab6e0036c4de,MNTR,17500,SITE|6045dd6f-2743-4afa-8530-6ae7e9d8c178,10,au.bom.site.009172
MNTR|bd093f81-e226-49ba-a1f7-a5bc0084e634,MNTR|bd093f81-e226-49ba-a1f7-a5bc0084e634,0,2023-07-03T01:31:44.417836Z,-26.4390917,133.281323,0.15,FRONIUS,bd093f81-e226-49ba-a1f7-a5bc0084e634,MNTR,19780,SITE|e8fe99b7-7a40-4585-818b-ff65afddda0e,10,au.bom.site.009172
MNTR|caa4742b-49a7-4e0e-a165-9330b6dc037e,MNTR|caa4742b-49a7-4e0e-a165-9330b6dc037e,0,2023-02-06T05:17:27.644308Z,-26.4390917,133.281323,0.15,SMA,caa4742b-49a7-4e0e-a165-9330b6dc037e,MNTR,75670,SITE|e6df4891-c12c-420c-832e-48a7469da7a2,10,au.bom.site.039083
MNTR|6006117,MNTR|6006117,0,2023-02-09T05:42:19.771138Z,-26.4390917,133.281323,0.15,SMA,6006117,MNTR,26150,SITE|487fc4d8-2466-4073-af92-d79c795b882d,10,au.bom.site.009977
MNTR|51f79d31-0255-4875-b31d-60db09e00460,MNTR|51f79d31-0255-4875-b31d-60db09e00460,0,2023-01-24T04:52:19.587182Z,-26.4390917,133.281323,0.15,SMA,51f79d31-0255-4875-b31d-60db09e00460,MNTR,67100,SITE|e3b2770d-158e-459c-a9fa-7b28a0739821,10,au.bom.site.067119
MNTR|4383267b-65e6-4534-8570-a0c75bc013ae,MNTR|4383267b-65e6-4534-8570-a0c75bc013ae,0,2023-01-20T05:34:15.441483Z,-26.4390917,133.281323,0.15,SMA,4383267b-65e6-4534-8570-a0c75bc013ae,MNTR,27770,SITE|4d238327-a1c4-450d-a869-93c8619336f2,10,au.bom.site.067119
MNTR|e0bd551e-b17f-4b1e-935b-c1691c6720bd,MNTR|e0bd551e-b17f-4b1e-935b-c1691c6720bd,0,2023-06-30T06:27:58.784640Z,-26.4390917,133.281323,0.15,FRONIUS,e0bd551e-b17f-4b1e-935b-c1691c6720bd,MNTR,8200,SITE|481a56ef-085f-4b89-a993-5992bdfd9c5e,10,au.bom.site.066214
MNTR|50ae4793-21c3-47e2-a75d-1f5a9c6b5bf1,MNTR|50ae4793-21c3-47e2-a75d-1f5a9c6b5bf1,0,2023-06-30T05:04:58.173117Z,-26.4390917,133.281323,0.15,FRONIUS,50ae4793-21c3-47e2-a75d-1f5a9c6b5bf1,MNTR,8200,SITE|dfe9d8ca-29d3-478d-98fc-3d859d55f428,10,au.bom.site.009225
MNTR|7E0AB5F6-33,MNTR|7E0AB5F6-33,0,2023-07-21T04:57:40.507566Z,-26.4390917,133.281323,0.15,SOLAREDGEV1,7E0AB5F6-33,MNTR,119970,SITE|3c6b6921-8d26-484c-ba43-5b5c8c1d9299,10,au.bom.site.061055
MNTR|3516433,MNTR|3516433,0,2022-12-05T00:51:27.605342Z,-26.4390917,133.281323,0.15,SMA,3516433,MNTR,24990,SITE|f91b2c61-e8e2-4c2f-ade7-88def32979c9,10,au.bom.site.070351
MNTR|5943062,MNTR|5943062,0,2022-12-08T04:05:29.820706Z,-26.4390917,133.281323,0.15,SMA,5943062,MNTR,60030,SITE|c46ffac6-d983-4a5b-b83f-25e2125099ee,10,au.bom.site.023083
MNTR|cd5eedd6-849d-4f6e-b730-a53300636e90,MNTR|cd5eedd6-849d-4f6e-b730-a53300636e90,0,2023-07-03T04:14:40.173448Z,-26.4390917,133.281323,0.15,FRONIUS,cd5eedd6-849d-4f6e-b730-a53300636e90,MNTR,19890,SITE|60f64328-bff0-4b5b-8b25-153de3457242,10,au.bom.site.009021
MNTR|41e18b30-277e-4e8b-9260-a5bc0084e62f,MNTR|41e18b30-277e-4e8b-9260-a5bc0084e62f,0,2023-07-03T01:31:18.415893Z,-26.4390917,133.281323,0.15,FRONIUS,41e18b30-277e-4e8b-9260-a5bc0084e62f,MNTR,19780,SITE|e8fe99b7-7a40-4585-818b-ff65afddda0e,10,au.bom.site.009172
MNTR|7E0AAEEE-24,MNTR|7E0AAEEE-24,0,2023-07-21T05:00:52.287059Z,-26.4390917,133.281323,0.15,SOLAREDGEV1,7E0AAEEE-24,MNTR,119970,SITE|3c6b6921-8d26-484c-ba43-5b5c8c1d9299,10,au.bom.site.061055
MNTR|5708443,MNTR|5708443,0,2022-12-08T05:24:59.971529Z,-26.4390917,133.281323,0.15,SMA,5708443,MNTR,28540,SITE|f7c95edc-00cb-41cb-ae0e-eae8ea787ec3,10,au.bom.site.023034
MNTR|73349d8d-958a-4a82-9508-3b41be747bca,MNTR|73349d8d-958a-4a82-9508-3b41be747bca,0,2023-03-29T01:17:13.374632Z,-26.4390917,133.281323,0.15,SMA,73349d8d-958a-4a82-9508-3b41be747bca,MNTR,15250,SITE|48379922-3355-452c-930b-9babfa9cc258,10,au.bom.site.066137
MNTR|cfa1bf18-bb6c-4ff3-808e-db92e9964607,MNTR|cfa1bf18-bb6c-4ff3-808e-db92e9964607,0,2023-02-08T00:22:11.792485Z,-26.4390917,133.281323,0.15,SMA,cfa1bf18-bb6c-4ff3-808e-db92e9964607,MNTR,27770,SITE|6fe0b60e-b90c-4a08-ab3d-0c67c5cade9f,10,au.bom.site.018120
MNTR|3c78abce-6b74-4c34-82f6-cd40edddefc0,MNTR|3c78abce-6b74-4c34-82f6-cd40edddefc0,0,2023-06-30T05:03:29.239695Z,-26.4390917,133.281323,0.15,FRONIUS,3c78abce-6b74-4c34-82f6-cd40edddefc0,MNTR,12500,SITE|94094619-1260-4f31-b0e8-3fa5401e6f73,10,au.bom.site.032040
MNTR|3e55f8d4-c92e-44f3-a39c-1efa157319b4,MNTR|3e55f8d4-c92e-44f3-a39c-1efa157319b4,0,2023-01-20T05:32:13.349433Z,-26.4390917,133.281323,0.15,SMA,3e55f8d4-c92e-44f3-a39c-1efa157319b4,MNTR,27770,SITE|072ee58d-3434-4292-8c4d-7b6e6f4455d1,10,au.bom.site.068228
MNTR|57678977-ec58-4331-aaa1-d9e5a3ccd514,MNTR|57678977-ec58-4331-aaa1-d9e5a3ccd514,0,2023-06-30T05:43:55.330931Z,-26.4390917,133.281323,0.15,FRONIUS,57678977-ec58-4331-aaa1-d9e5a3ccd514,MNTR,8200,SITE|4119bbab-fcbd-4202-8db1-d4da195c883a,10,au.bom.site.040958
MNTR|4454583d-6fb9-4873-80be-e9764b97c5b6,MNTR|4454583d-6fb9-4873-80be-e9764b97c5b6,0,2023-07-03T04:26:59.138661Z,-26.4390917,133.281323,0.15,FRONIUS,4454583d-6fb9-4873-80be-e9764b97c5b6,MNTR,15000,SITE|d84b04eb-236d-49e1-a668-254aec478ddd,10,au.bom.site.009225
MNTR|480759,MNTR|480759,0,2022-12-06T04:04:04.716657Z,-26.4390917,133.281323,0.15,SMA,480759,MNTR,16660,SITE|1e4e8aee-dde9-4c6d-941e-18f894503533,10,au.bom.site.074037
MNTR|4e915e35-4712-44f9-b051-4e2af9c4b64c,MNTR|4e915e35-4712-44f9-b051-4e2af9c4b64c,0,2023-07-03T00:48:10.110118Z,-26.4390917,133.281323,0.15,FRONIUS,4e915e35-4712-44f9-b051-4e2af9c4b64c,MNTR,27000,SITE|c62bba2b-9ee1-4406-be74-6d24d80028cc,10,au.bom.site.009215
MNTR|10771d37-ea7b-4ad5-91c3-d088ac1cdfac,MNTR|10771d37-ea7b-4ad5-91c3-d088ac1cdfac,0,2023-07-03T04:44:22.892468Z,-26.4390917,133.281323,0.15,FRONIUS,10771d37-ea7b-4ad5-91c3-d088ac1cdfac,MNTR,100000,SITE|12a8b0a5-ef0d-4ae0-9e21-8578c0ca639d,10,au.bom.site.009256
MNTR|6605825,MNTR|6605825,0,2022-11-22T06:07:59.850349Z,-26.4390917,133.281323,0.15,SMA,6605825,MNTR,99900,SITE|08f51276-fff4-42b7-b1ec-fbdf7e94f2b0,10,au.bom.site.066161
MNTR|9397ca68-340c-457a-93f4-e3cf6e136b12,MNTR|9397ca68-340c-457a-93f4-e3cf6e136b12,0,2022-12-06T03:49:27.347222Z,-26.4390917,133.281323,0.15,SMA,9397ca68-340c-457a-93f4-e3cf6e136b12,MNTR,61220,SITE|a13580fc-4da4-4520-84d4-e964d33f8b5a,10,au.bom.site.069017
MNTR|f1bb2204-adc6-48f3-a80d-95cb8deab889,MNTR|f1bb2204-adc6-48f3-a80d-95cb8deab889,0,2023-01-24T04:49:57.827824Z,-26.4390917,133.281323,0.15,SMA,f1bb2204-adc6-48f3-a80d-95cb8deab889,MNTR,27770,SITE|ac1caa53-9d5b-4607-802f-47c2fe7c69c2,10,au.bom.site.061078
MNTR|1b8dfdf0-1daf-43fc-af8e-339b27f65795,MNTR|1b8dfdf0-1daf-43fc-af8e-339b27f65795,0,2022-12-01T05:08:32.917342Z,-26.4390917,133.281323,0.15,SMA,1b8dfdf0-1daf-43fc-af8e-339b27f65795,MNTR,93195,SITE|75d3ae81-8f01-4856-a3fe-5632d0930dd3,10,au.bom.site.023013
MNTR|e76196a5-d7e1-424b-9c2f-6fc2cf28ecc2,MNTR|e76196a5-d7e1-424b-9c2f-6fc2cf28ecc2,0,2023-06-30T04:00:55.610876Z,-26.4390917,133.281323,0.15,FRONIUS,e76196a5-d7e1-424b-9c2f-6fc2cf28ecc2,MNTR,25000,SITE|31437c75-e114-4f6e-9e86-3f0129fb1d7b,10,au.bom.site.009225
MNTR|4cf411dc-19ca-4faf-990b-817e8646f1bf,MNTR|4cf411dc-19ca-4faf-990b-817e8646f1bf,0,2023-07-03T01:06:25.244859Z,-26.4390917,133.281323,0.15,FRONIUS,4cf411dc-19ca-4faf-990b-817e8646f1bf,MNTR,15000,SITE|dc7ebf49-4ca7-48ca-9426-983e6020e4aa,10,au.bom.site.086077
MNTR|4792d69c-47f4-4cde-bf90-4cf35904c6f6,MNTR|4792d69c-47f4-4cde-bf90-4cf35904c6f6,0,2023-02-09T05:02:09.893757Z,-26.4390917,133.281323,0.15,SMA,4792d69c-47f4-4cde-bf90-4cf35904c6f6,MNTR,66560,SITE|196ec48a-4757-41bf-8f03-c7425b2258ab,10,au.bom.site.085099
MNTR|1098974_1_6_1,MNTR|1098974_1_6_1,0,2023-07-10T02:19:19.381953Z,-26.4390917,133.281323,0.15,SUNGROW,1098974_1_6_1,MNTR,80,SITE|5b0d7da5-0b4c-4a88-9e51-610db8cd822b,10,au.bom.site.140009
MNTR|1186734_1_1_1,MNTR|1186734_1_1_1,0,2023-02-03T05:48:32.781797Z,-26.4390917,133.281323,0.15,SUNGROW,1186734_1_1_1,MNTR,132710,SITE|0e5b2764-98f0-4a37-9570-05cf5dd3b585,10,au.bom.site.086077
MNTR|1185863_1_3_1,MNTR|1185863_1_3_1,0,2023-02-03T05:07:24.460229Z,-26.4390917,133.281323,0.15,SUNGROW,1185863_1_3_1,MNTR,110000,SITE|83ef399d-93b2-455c-aca4-df10fb546a09,10,au.bom.site.082138
MNTR|e3ff797c-732e-4033-aa9f-5031492d6751,MNTR|e3ff797c-732e-4033-aa9f-5031492d6751,0,2023-01-19T04:52:30.364420Z,-26.4390917,133.281323,0.15,SMA,e3ff797c-732e-4033-aa9f-5031492d6751,MNTR,72570,SITE|6591670f-d731-4212-bf19-2675612ec69e,10,au.bom.site.062101
MNTR|0df034ad-7704-40ec-87a8-3c26de1d7f08,MNTR|0df034ad-7704-40ec-87a8-3c26de1d7f08,0,2023-07-02T23:51:37.259216Z,-26.4390917,133.281323,0.15,FRONIUS,0df034ad-7704-40ec-87a8-3c26de1d7f08,MNTR,5000,SITE|f9f7cab5-a480-4cc5-9d54-7a94579baea1,10,au.bom.site.009256
MNTR|7E0ED4D1-31,MNTR|7E0ED4D1-31,0,2023-07-21T05:01:39.923793Z,-26.4390917,133.281323,0.15,SOLAREDGEV1,7E0ED4D1-31,MNTR,99973,SITE|e3f2345c-260c-4b97-ab04-616c3f18e3df,10,au.bom.site.061425
MNTR|6027672,MNTR|6027672,0,2022-11-23T04:47:34.464177Z,-26.4390917,133.281323,0.15,SMA,6027672,MNTR,26873,SITE|4ea6dd95-d04a-4b96-b2c9-6a84d0bd92af,10,au.bom.site.023034
MNTR|291219,MNTR|291219,0,2021-07-09T08:18:14.604687Z,-26.4390917,133.281323,0.2,SOLARANALYTICSV2,291219,MNTR,13320,SITE|eec56ce7-9b9a-4ba4-94a6-b6dff1649cdd,10,au.bom.site.050137
MNTR|3bc82b8a-bf30-4df7-8480-a835005c3c81,MNTR|3bc82b8a-bf30-4df7-8480-a835005c3c81,0,2023-07-03T01:38:40.753765Z,-26.4390917,133.281323,0.15,FRONIUS,3bc82b8a-bf30-4df7-8480-a835005c3c81,MNTR,19580,SITE|6f2758b9-fa45-466a-9db5-75b95b3e2688,10,au.bom.site.040913
MNTR|b827eb02cb13,MNTR|b827eb02cb13,0,2022-02-09T00:26:03.730044Z,-26.4390917,133.281323,0.15,SWITCHDINV1,b827eb02cb13,MNTR,20520,SITE|05698349-8260-4771-8783-612c13c54835,10,au.bom.site.061055
MNTR|5403780,MNTR|5403780,0,2022-12-01T05:06:04.143832Z,-26.4390917,133.281323,0.15,SMA,5403780,MNTR,27710,SITE|77a8a40b-c6e8-474f-ae3d-b50b34d18621,10,au.bom.site.070339
MNTR|a6821563-0702-4ba9-b4fe-a63300ad60bf,MNTR|a6821563-0702-4ba9-b4fe-a63300ad60bf,0,2023-07-03T05:26:21.166726Z,-26.4390917,133.281323,0.15,FRONIUS,a6821563-0702-4ba9-b4fe-a63300ad60bf,MNTR,9880,SITE|10adcf47-0120-4398-8628-c39fe2c8d287,10,au.bom.site.009225
MNTR|1126699_1_2_1,MNTR|1126699_1_2_1,0,2023-02-02T05:40:03.886258Z,-26.4390917,133.281323,0.15,SUNGROW,1126699_1_2_1,MNTR,36000,SITE|55f0a824-e61b-4e89-a937-2c7b55166071,10,au.bom.site.061055
MNTR|0239159f-bea7-436e-b4ce-14ae80d0d7a6,MNTR|0239159f-bea7-436e-b4ce-14ae80d0d7a6,0,2023-06-30T06:53:27.268669Z,-26.4390917,133.281323,0.15,FRONIUS,0239159f-bea7-436e-b4ce-14ae80d0d7a6,MNTR,20000,SITE|927357f8-7eb5-48ac-a5eb-82e1ed6f3511,10,au.bom.site.009172
MNTR|788ac80e-dc41-420e-a327-319357165177,MNTR|788ac80e-dc41-420e-a327-319357165177,0,2023-06-30T05:19:24.302209Z,-26.4390917,133.281323,0.15,FRONIUS,788ac80e-dc41-420e-a327-319357165177,MNTR,5000,SITE|351aadca-9a37-41d0-b121-52cf1aa682ff,10,au.bom.site.040913
MNTR|1163283_1_11_1,MNTR|1163283_1_11_1,0,2023-02-02T22:55:48.496351Z,-26.4390917,133.281323,0.15,SUNGROW,1163283_1_11_1,MNTR,126000,SITE|067182b0-4043-4e5e-929b-d61537b1041b,10,au.bom.site.061366
MNTR|c9b34615-a4a8-4dd1-b7b1-c300438dbf72,MNTR|c9b34615-a4a8-4dd1-b7b1-c300438dbf72,0,2022-10-25T04:51:26.381399Z,-26.4390917,133.281323,0.15,SMA,c9b34615-a4a8-4dd1-b7b1-c300438dbf72,MNTR,24600,SITE|e3d4dc8e-716e-434f-84f4-b71b4d3dbd88,10,au.bom.site.066194
MNTR|141de657-3016-46b4-8ff7-9cc49cc4ce67,MNTR|141de657-3016-46b4-8ff7-9cc49cc4ce67,0,2023-01-24T05:17:05.499814Z,-26.4390917,133.281323,0.15,SMA,141de657-3016-46b4-8ff7-9cc49cc4ce67,MNTR,64060,SITE|20200be5-9a36-4b8b-b869-4459631ddaf8,10,au.bom.site.039083
MNTR|5422992c-bf72-43cd-9578-975401f907ce,MNTR|5422992c-bf72-43cd-9578-975401f907ce,0,2023-02-09T05:48:13.406936Z,-26.4390917,133.281323,0.15,SMA,5422992c-bf72-43cd-9578-975401f907ce,MNTR,16660,SITE|03b9ef92-436c-43fa-800c-73831660cf54,10,au.bom.site.008315
MNTR|b73b73a0-46c7-41ef-beac-e168a984961b,MNTR|b73b73a0-46c7-41ef-beac-e168a984961b,0,2023-07-03T04:38:42.353295Z,-26.4390917,133.281323,0.15,FRONIUS,b73b73a0-46c7-41ef-beac-e168a984961b,MNTR,15000,SITE|78dea971-38a9-428e-a37e-f4a020d293d4,10,au.bom.site.009225
MNTR|c13eeeb7-b58c-47e5-8bdf-e9d5d889afa9,MNTR|c13eeeb7-b58c-47e5-8bdf-e9d5d889afa9,0,2023-06-30T02:35:15.551653Z,-26.4390917,133.281323,0.15,FRONIUS,c13eeeb7-b58c-47e5-8bdf-e9d5d889afa9,MNTR,10000,SITE|4dbc6462-0b52-4cef-914a-a517d434bcd5,10,au.bom.site.009977
